date,ticket_id,category,resolution_time_hrs,customer_satisfaction,agent_id
2024-02-20,TCK-14979,Refunds,34.5,2,AGT-16
2024-02-21,TCK-14980,Account,51.3,3,AGT-41
2024-02-21,TCK-14981,Technical,54.9,4,AGT-11
2024-02-21,TCK-14982,Account,44.8,4,AGT-16
2024-02-21,TCK-14983,Billing,70.6,3,AGT-13
2024-02-21,TCK-14984,Billing,51.8,4,AGT-49
2024-02-21,TCK-14985,Billing,41.5,2,AGT-38
2024-02-21,TCK-14986,Billing,16.2,4,AGT-50
2024-02-21,TCK-14987,Account,59.0,3,AGT-33
2024-02-21,TCK-14988,Account,50.3,3,AGT-48
2024-02-21,TCK-14989,Account,21.9,3,AGT-20
2024-02-21,TCK-14990,Refunds,22.6,4,AGT-38
2024-02-22,TCK-14991,Refunds,55.5,5,AGT-42
2024-02-22,TCK-14992,Billing,55.6,5,AGT-38
2024-02-22,TCK-14993,Account,56.1,3,AGT-32
2024-02-22,TCK-14994,Refunds,18.8,3,AGT-11
2024-02-22,TCK-14995,Billing,60.2,5,AGT-38
2024-02-22,TCK-14996,Account,14.4,1,AGT-32
2024-02-22,TCK-14997,Refunds,8.4,3,AGT-32
2024-02-22,TCK-14998,Billing,5.1,3,AGT-29
2024-02-22,TCK-14999,Technical,64.2,2,AGT-46
2024-02-22,TCK-15000,Billing,1.1,3,AGT-45
2024-02-22,TCK-15001,Technical,29.4,2,AGT-21
2024-02-23,TCK-15002,Refunds,26.9,4,AGT-33
2024-02-23,TCK-15003,Technical,53.6,5,AGT-45
2024-02-23,TCK-15004,Billing,50.0,3,AGT-25
2024-02-23,TCK-15005,Technical,65.1,1,AGT-47
2024-02-23,TCK-15006,Refunds,34.3,5,AGT-49
2024-02-23,TCK-15007,Billing,28.9,4,AGT-43
2024-02-23,TCK-15008,Technical,0.5,3,AGT-18
2024-02-23,TCK-15009,Account,71.2,5,AGT-42
2024-02-23,TCK-15010,Technical,10.9,2,AGT-11
2024-02-23,TCK-15011,Account,26.9,5,AGT-12
2024-02-23,TCK-15012,Technical,47.4,2,AGT-28
2024-02-23,TCK-15013,Billing,53.2,5,AGT-28
2024-02-23,TCK-15014,Billing,30.9,3,AGT-41
2024-02-23,TCK-15015,Refunds,44.6,2,AGT-36
2024-02-24,TCK-15016,Refunds,28.9,2,AGT-31
2024-02-24,TCK-15017,Refunds,60.3,2,AGT-12
2024-02-24,TCK-15018,Account,6.4,3,AGT-49
2024-02-24,TCK-15019,Billing,35.8,4,AGT-31
2024-02-24,TCK-15020,Billing,34.0,1,AGT-35
2024-02-24,TCK-15021,Billing,67.9,1,AGT-33
2024-02-24,TCK-15022,Technical,54.2,1,AGT-19
2024-02-24,TCK-15023,Account,43.3,2,AGT-20
2024-02-24,TCK-15024,Account,48.5,5,AGT-14
2024-02-24,TCK-15025,Technical,17.5,5,AGT-22
2024-02-25,TCK-15026,Refunds,61.7,4,AGT-32
2024-02-25,TCK-15027,Account,2.3,5,AGT-18
2024-02-25,TCK-15028,Refunds,17.4,3,AGT-40
2024-02-25,TCK-15029,Billing,56.7,4,AGT-46
2024-02-25,TCK-15030,Billing,17.9,5,AGT-30
2024-02-25,TCK-15031,Billing,5.8,4,AGT-31
2024-02-25,TCK-15032,Billing,56.4,4,AGT-23
2024-02-25,TCK-15033,Billing,66.7,1,AGT-38
2024-02-25,TCK-15034,Technical,38.8,3,AGT-15
2024-02-25,TCK-15035,Technical,58.1,1,AGT-37
2024-02-25,TCK-15036,Account,62.9,4,AGT-45
2024-02-25,TCK-15037,Account,8.7,5,AGT-40
2024-02-26,TCK-15038,Account,45.2,2,AGT-40
2024-02-26,TCK-15039,Billing,35.6,3,AGT-24
2024-02-26,TCK-15040,Refunds,15.1,2,AGT-41
2024-02-26,TCK-15041,Technical,60.1,1,AGT-41
2024-02-26,TCK-15042,Refunds,61.8,4,AGT-43
2024-02-26,TCK-15043,Account,34.5,2,AGT-32
2024-02-26,TCK-15044,Account,72.0,5,AGT-13
2024-02-26,TCK-15045,Billing,64.4,3,AGT-44
2024-02-26,TCK-15046,Billing,46.0,5,AGT-44
2024-02-26,TCK-15047,Technical,27.6,5,AGT-48
2024-02-26,TCK-15048,Refunds,65.8,1,AGT-40
2024-02-26,TCK-15049,Refunds,4.3,3,AGT-30
2024-02-27,TCK-15050,Refunds,55.9,3,AGT-10
2024-02-27,TCK-15051,Technical,1.2,5,AGT-39
2024-02-27,TCK-15052,Billing,19.0,1,AGT-24
2024-02-27,TCK-15053,Account,20.8,3,AGT-35
2024-02-27,TCK-15054,Account,62.5,4,AGT-45
2024-02-27,TCK-15055,Account,1.7,4,AGT-32
2024-02-27,TCK-15056,Billing,65.2,1,AGT-19
2024-02-27,TCK-15057,Refunds,70.2,1,AGT-12
2024-02-27,TCK-15058,Technical,9.5,3,AGT-32
2024-02-27,TCK-15059,Refunds,54.5,3,AGT-47
2024-02-27,TCK-15060,Refunds,59.0,5,AGT-46
2024-02-27,TCK-15061,Billing,4.8,3,AGT-18
2024-02-28,TCK-15062,Account,47.1,4,AGT-13
2024-02-28,TCK-15063,Billing,22.5,5,AGT-35
2024-02-28,TCK-15064,Billing,47.0,3,AGT-25
2024-02-28,TCK-15065,Technical,16.7,1,AGT-14
2024-02-28,TCK-15066,Refunds,53.6,1,AGT-34
2024-02-28,TCK-15067,Technical,22.2,5,AGT-37
2024-02-28,TCK-15068,Billing,51.8,5,AGT-19
2024-02-28,TCK-15069,Technical,5.2,3,AGT-38
2024-02-28,TCK-15070,Account,27.5,5,AGT-28
2024-02-28,TCK-15071,Account,52.3,2,AGT-21
2024-02-28,TCK-15072,Account,42.8,1,AGT-32
2024-02-28,TCK-15073,Billing,51.0,2,AGT-26
2024-02-28,TCK-15074,Refunds,59.7,2,AGT-33
2024-02-28,TCK-15075,Account,66.5,1,AGT-10
2024-02-29,TCK-15076,Account,14.3,5,AGT-35
2024-02-29,TCK-15077,Billing,34.6,3,AGT-41
2024-02-29,TCK-15078,Billing,3.3,5,AGT-36
2024-02-29,TCK-15079,Account,66.1,2,AGT-40
2024-02-29,TCK-15080,Technical,19.5,2,AGT-29
2024-02-29,TCK-15081,Billing,41.1,2,AGT-13
2024-02-29,TCK-15082,Refunds,17.8,3,AGT-46
2024-02-29,TCK-15083,Refunds,29.5,3,AGT-43
2024-02-29,TCK-15084,Refunds,4.7,4,AGT-24
2024-02-29,TCK-15085,Account,19.4,3,AGT-37
2024-02-29,TCK-15086,Billing,44.1,4,AGT-12
2024-02-29,TCK-15087,Billing,35.0,5,AGT-12
2024-02-29,TCK-15088,Refunds,5.0,4,AGT-34
2024-02-29,TCK-15089,Account,36.3,4,AGT-29
2024-03-01,TCK-15090,Technical,11.3,4,AGT-24
2024-03-01,TCK-15091,Account,67.3,4,AGT-11
2024-03-01,TCK-15092,Account,67.0,4,AGT-49
2024-03-01,TCK-15093,Technical,72.0,3,AGT-24
2024-03-01,TCK-15094,Billing,22.0,1,AGT-34
2024-03-01,TCK-15095,Refunds,48.7,5,AGT-46
2024-03-01,TCK-15096,Refunds,57.5,5,AGT-39
2024-03-01,TCK-15097,Refunds,20.4,4,AGT-33
2024-03-01,TCK-15098,Refunds,38.0,5,AGT-37
2024-03-02,TCK-15099,Technical,45.9,5,AGT-10
2024-03-02,TCK-15100,Refunds,43.7,2,AGT-39
2024-03-02,TCK-15101,Refunds,71.7,5,AGT-12
2024-03-02,TCK-15102,Refunds,29.7,3,AGT-38
2024-03-02,TCK-15103,Technical,17.5,1,AGT-39
2024-03-02,TCK-15104,Billing,15.3,3,AGT-33
2024-03-02,TCK-15105,Billing,34.3,2,AGT-21
2024-03-02,TCK-15106,Refunds,18.6,1,AGT-22
2024-03-02,TCK-15107,Refunds,55.7,4,AGT-32
2024-03-02,TCK-15108,Account,66.7,1,AGT-18
2024-03-02,TCK-15109,Refunds,64.1,5,AGT-29
2024-03-03,TCK-15110,Technical,9.6,2,AGT-45
2024-03-03,TCK-15111,Refunds,0.7,4,AGT-22
2024-03-03,TCK-15112,Billing,62.2,5,AGT-20
2024-03-03,TCK-15113,Account,25.7,3,AGT-20
2024-03-03,TCK-15114,Technical,43.2,5,AGT-31
2024-03-03,TCK-15115,Account,48.3,3,AGT-29
2024-03-03,TCK-15116,Refunds,40.9,3,AGT-39
2024-03-03,TCK-15117,Account,49.6,4,AGT-40
2024-03-03,TCK-15118,Billing,24.9,5,AGT-34
2024-03-03,TCK-15119,Billing,47.0,1,AGT-44
2024-03-03,TCK-15120,Refunds,32.1,4,AGT-20
2024-03-03,TCK-15121,Refunds,28.8,2,AGT-26
2024-03-04,TCK-15122,Technical,68.9,3,AGT-28
2024-03-04,TCK-15123,Technical,13.0,3,AGT-48
2024-03-04,TCK-15124,Technical,71.6,5,AGT-12
2024-03-04,TCK-15125,Billing,33.9,4,AGT-16
2024-03-04,TCK-15126,Refunds,54.6,3,AGT-10
2024-03-04,TCK-15127,Billing,37.4,1,AGT-20
2024-03-04,TCK-15128,Refunds,62.8,4,AGT-28
2024-03-04,TCK-15129,Billing,63.8,5,AGT-35
2024-03-04,TCK-15130,Account,5.1,3,AGT-24
2024-03-04,TCK-15131,Refunds,67.8,3,AGT-22
2024-03-04,TCK-15132,Technical,10.0,1,AGT-35
2024-03-04,TCK-15133,Technical,38.2,2,AGT-12
2024-03-05,TCK-15134,Technical,19.0,5,AGT-13
2024-03-05,TCK-15135,Billing,24.6,2,AGT-34
2024-03-05,TCK-15136,Refunds,15.7,1,AGT-11
2024-03-05,TCK-15137,Refunds,54.4,2,AGT-37
2024-03-05,TCK-15138,Technical,50.1,5,AGT-14
2024-03-05,TCK-15139,Billing,28.6,5,AGT-31
2024-03-05,TCK-15140,Technical,71.5,4,AGT-17
2024-03-05,TCK-15141,Account,32.9,4,AGT-14
2024-03-05,TCK-15142,Account,68.8,1,AGT-10
2024-03-05,TCK-15143,Technical,43.5,2,AGT-36
2024-03-05,TCK-15144,Account,60.8,5,AGT-21
2024-03-05,TCK-15145,Technical,8.0,4,AGT-36
2024-03-05,TCK-15146,Account,44.6,2,AGT-24
2024-03-06,TCK-15147,Account,6.6,2,AGT-30
2024-03-06,TCK-15148,Refunds,12.2,5,AGT-18
2024-03-06,TCK-15149,Billing,68.5,2,AGT-10
2024-03-06,TCK-15150,Refunds,69.6,5,AGT-33
2024-03-06,TCK-15151,Refunds,3.7,4,AGT-20
2024-03-06,TCK-15152,Billing,56.3,2,AGT-21
2024-03-06,TCK-15153,Billing,59.5,1,AGT-38
2024-03-06,TCK-15154,Account,70.3,1,AGT-25
2024-03-06,TCK-15155,Technical,20.4,4,AGT-43
2024-03-06,TCK-15156,Refunds,35.5,3,AGT-27
2024-03-07,TCK-15157,Billing,58.5,5,AGT-27
2024-03-07,TCK-15158,Refunds,49.1,3,AGT-21
2024-03-07,TCK-15159,Technical,60.7,4,AGT-12
2024-03-07,TCK-15160,Account,59.8,1,AGT-18
2024-03-07,TCK-15161,Billing,17.3,4,AGT-44
2024-03-07,TCK-15162,Billing,50.5,3,AGT-38
2024-03-07,TCK-15163,Technical,4.7,1,AGT-18
2024-03-07,TCK-15164,Billing,17.7,3,AGT-19
2024-03-07,TCK-15165,Account,68.7,1,AGT-32
2024-03-07,TCK-15166,Refunds,32.1,5,AGT-49
2024-03-07,TCK-15167,Billing,23.3,5,AGT-39
2024-03-07,TCK-15168,Billing,5.2,5,AGT-35
2024-03-07,TCK-15169,Refunds,30.9,4,AGT-38
2024-03-07,TCK-15170,Technical,16.7,5,AGT-18
2024-03-07,TCK-15171,Account,14.9,4,AGT-31
2024-03-08,TCK-15172,Account,63.9,4,AGT-45
2024-03-08,TCK-15173,Technical,57.0,5,AGT-41
2024-03-08,TCK-15174,Billing,60.1,2,AGT-21
2024-03-08,TCK-15175,Account,20.1,1,AGT-16
2024-03-08,TCK-15176,Billing,19.7,3,AGT-23
2024-03-08,TCK-15177,Refunds,6.3,5,AGT-44
2024-03-08,TCK-15178,Technical,16.1,2,AGT-21
2024-03-08,TCK-15179,Refunds,16.4,3,AGT-45
2024-03-08,TCK-15180,Account,20.8,4,AGT-36
2024-03-08,TCK-15181,Refunds,48.9,5,AGT-22
2024-03-08,TCK-15182,Account,8.1,5,AGT-38
2024-03-08,TCK-15183,Technical,43.4,1,AGT-18
2024-03-08,TCK-15184,Refunds,45.3,3,AGT-26
2024-03-09,TCK-15185,Technical,19.0,4,AGT-34
2024-03-09,TCK-15186,Refunds,22.6,1,AGT-26
2024-03-09,TCK-15187,Refunds,29.8,5,AGT-24
2024-03-09,TCK-15188,Technical,45.9,3,AGT-27
2024-03-09,TCK-15189,Technical,16.8,3,AGT-30
2024-03-09,TCK-15190,Technical,66.3,3,AGT-13
2024-03-09,TCK-15191,Technical,65.9,1,AGT-36
2024-03-09,TCK-15192,Billing,16.3,5,AGT-16
2024-03-09,TCK-15193,Refunds,3.2,2,AGT-14
2024-03-09,TCK-15194,Technical,7.7,4,AGT-37
2024-03-10,TCK-15195,Refunds,29.5,5,AGT-38
2024-03-10,TCK-15196,Refunds,9.7,2,AGT-27
2024-03-10,TCK-15197,Account,10.3,5,AGT-30
2024-03-10,TCK-15198,Refunds,56.4,1,AGT-40
2024-03-10,TCK-15199,Account,1.6,1,AGT-20
2024-03-10,TCK-15200,Refunds,22.7,4,AGT-37
2024-03-10,TCK-15201,Account,48.3,2,AGT-19
2024-03-10,TCK-15202,Billing,58.4,5,AGT-10
2024-03-10,TCK-15203,Account,64.9,1,AGT-46
2024-03-10,TCK-15204,Account,28.6,5,AGT-17
2024-03-10,TCK-15205,Refunds,28.1,2,AGT-18
2024-03-10,TCK-15206,Technical,1.5,2,AGT-15
2024-03-10,TCK-15207,Account,11.0,1,AGT-48
2024-03-11,TCK-15208,Refunds,47.2,5,AGT-13
2024-03-11,TCK-15209,Account,33.7,2,AGT-21
2024-03-11,TCK-15210,Billing,36.0,4,AGT-24
2024-03-11,TCK-15211,Technical,61.8,2,AGT-20
2024-03-11,TCK-15212,Account,20.1,5,AGT-42
2024-03-11,TCK-15213,Account,50.8,2,AGT-17
2024-03-11,TCK-15214,Billing,36.2,5,AGT-42
2024-03-11,TCK-15215,Billing,33.4,1,AGT-34
2024-03-11,TCK-15216,Technical,36.5,1,AGT-24
2024-03-11,TCK-15217,Technical,63.9,1,AGT-37
2024-03-11,TCK-15218,Refunds,69.2,1,AGT-32
2024-03-11,TCK-15219,Technical,64.3,3,AGT-40
2024-03-12,TCK-15220,Account,13.2,1,AGT-20
2024-03-12,TCK-15221,Account,68.5,4,AGT-30
2024-03-12,TCK-15222,Billing,47.4,1,AGT-40
2024-03-12,TCK-15223,Refunds,63.2,2,AGT-25
2024-03-12,TCK-15224,Billing,45.0,5,AGT-39
2024-03-12,TCK-15225,Refunds,71.2,2,AGT-45
2024-03-12,TCK-15226,Refunds,45.8,3,AGT-18
2024-03-12,TCK-15227,Billing,23.2,4,AGT-31
2024-03-12,TCK-15228,Account,54.1,4,AGT-47
2024-03-12,TCK-15229,Technical,9.9,4,AGT-25
2024-03-12,TCK-15230,Technical,22.5,1,AGT-28
2024-03-12,TCK-15231,Technical,30.3,4,AGT-43
2024-03-12,TCK-15232,Technical,61.6,2,AGT-38
2024-03-13,TCK-15233,Refunds,39.8,5,AGT-18
2024-03-13,TCK-15234,Billing,49.6,4,AGT-44
2024-03-13,TCK-15235,Billing,48.3,1,AGT-47
2024-03-13,TCK-15236,Technical,33.3,1,AGT-18
2024-03-13,TCK-15237,Refunds,41.5,3,AGT-34
2024-03-13,TCK-15238,Refunds,9.6,2,AGT-38
2024-03-13,TCK-15239,Billing,6.1,4,AGT-50
2024-03-13,TCK-15240,Refunds,47.2,1,AGT-14
2024-03-13,TCK-15241,Billing,70.4,1,AGT-47
2024-03-13,TCK-15242,Refunds,64.4,2,AGT-35
2024-03-13,TCK-15243,Account,53.3,5,AGT-41
2024-03-14,TCK-15244,Technical,25.8,3,AGT-17
2024-03-14,TCK-15245,Billing,17.8,5,AGT-10
2024-03-14,TCK-15246,Account,1.8,4,AGT-45
2024-03-14,TCK-15247,Billing,33.4,3,AGT-44
2024-03-14,TCK-15248,Refunds,3.5,5,AGT-31
2024-03-14,TCK-15249,Refunds,11.0,5,AGT-43
2024-03-14,TCK-15250,Account,6.0,3,AGT-28
2024-03-14,TCK-15251,Account,9.9,1,AGT-20
2024-03-14,TCK-15252,Refunds,48.2,4,AGT-36
2024-03-14,TCK-15253,Billing,31.3,2,AGT-42
2024-03-14,TCK-15254,Billing,51.1,2,AGT-13
2024-03-14,TCK-15255,Account,53.9,2,AGT-50
2024-03-14,TCK-15256,Account,19.1,4,AGT-41
2024-03-14,TCK-15257,Technical,33.2,1,AGT-44
2024-03-15,TCK-15258,Account,6.3,3,AGT-17
2024-03-15,TCK-15259,Technical,38.4,2,AGT-15
2024-03-15,TCK-15260,Refunds,6.8,5,AGT-47
2024-03-15,TCK-15261,Account,13.4,4,AGT-29
2024-03-15,TCK-15262,Technical,7.4,1,AGT-13
2024-03-15,TCK-15263,Technical,67.9,1,AGT-23
2024-03-15,TCK-15264,Technical,5.6,1,AGT-23
2024-03-15,TCK-15265,Billing,7.9,1,AGT-35
2024-03-15,TCK-15266,Technical,57.4,4,AGT-44
2024-03-15,TCK-15267,Account,35.4,2,AGT-43
2024-03-15,TCK-15268,Technical,18.9,5,AGT-42
2024-03-16,TCK-15269,Refunds,64.0,1,AGT-17
2024-03-16,TCK-15270,Account,46.1,2,AGT-38
2024-03-16,TCK-15271,Refunds,14.8,1,AGT-41
2024-03-16,TCK-15272,Account,11.2,1,AGT-31
2024-03-16,TCK-15273,Account,70.2,1,AGT-12
2024-03-16,TCK-15274,Billing,47.8,5,AGT-17
2024-03-16,TCK-15275,Account,2.2,2,AGT-49
2024-03-16,TCK-15276,Technical,34.9,2,AGT-28
2024-03-16,TCK-15277,Billing,40.0,4,AGT-37
2024-03-16,TCK-15278,Technical,51.1,2,AGT-14
2024-03-16,TCK-15279,Refunds,71.0,2,AGT-22
2024-03-16,TCK-15280,Account,44.2,1,AGT-19
2024-03-16,TCK-15281,Technical,66.9,3,AGT-32
2024-03-17,TCK-15282,Billing,20.5,1,AGT-30
2024-03-17,TCK-15283,Technical,29.2,4,AGT-43
2024-03-17,TCK-15284,Refunds,21.5,1,AGT-19
2024-03-17,TCK-15285,Account,62.7,3,AGT-43
2024-03-17,TCK-15286,Account,2.9,5,AGT-20
2024-03-17,TCK-15287,Refunds,35.8,5,AGT-11
2024-03-17,TCK-15288,Account,3.2,4,AGT-23
2024-03-17,TCK-15289,Billing,50.8,2,AGT-46
2024-03-17,TCK-15290,Account,21.4,1,AGT-11
2024-03-17,TCK-15291,Refunds,42.0,2,AGT-37
2024-03-18,TCK-15292,Technical,71.8,3,AGT-33
2024-03-18,TCK-15293,Technical,67.3,2,AGT-34
2024-03-18,TCK-15294,Billing,48.8,2,AGT-46
2024-03-18,TCK-15295,Billing,66.0,5,AGT-21
2024-03-18,TCK-15296,Technical,17.4,1,AGT-32
2024-03-18,TCK-15297,Technical,58.1,4,AGT-25
2024-03-18,TCK-15298,Technical,12.9,3,AGT-28
2024-03-18,TCK-15299,Account,57.3,3,AGT-48
2024-03-18,TCK-15300,Billing,37.3,2,AGT-16
2024-03-18,TCK-15301,Technical,35.0,4,AGT-48
2024-03-18,TCK-15302,Billing,1.9,5,AGT-32
2024-03-19,TCK-15303,Technical,65.6,1,AGT-41
2024-03-19,TCK-15304,Billing,57.7,2,AGT-48
2024-03-19,TCK-15305,Account,46.4,2,AGT-39
2024-03-19,TCK-15306,Account,18.3,1,AGT-25
2024-03-19,TCK-15307,Billing,47.0,4,AGT-44
2024-03-19,TCK-15308,Technical,70.6,2,AGT-49
2024-03-19,TCK-15309,Account,33.5,3,AGT-28
2024-03-19,TCK-15310,Refunds,45.5,4,AGT-50
2024-03-19,TCK-15311,Account,14.0,1,AGT-37
2024-03-19,TCK-15312,Billing,28.9,1,AGT-34
2024-03-19,TCK-15313,Billing,60.9,1,AGT-26
2024-03-19,TCK-15314,Account,41.4,2,AGT-33
2024-03-19,TCK-15315,Technical,19.0,4,AGT-20
2024-03-19,TCK-15316,Refunds,57.0,5,AGT-29
2024-03-19,TCK-15317,Billing,64.5,2,AGT-17
2024-03-20,TCK-15318,Technical,4.5,3,AGT-48
2024-03-20,TCK-15319,Account,26.3,1,AGT-48
2024-03-20,TCK-15320,Billing,33.7,3,AGT-38
2024-03-20,TCK-15321,Refunds,69.9,5,AGT-28
2024-03-20,TCK-15322,Refunds,11.9,5,AGT-32
2024-03-20,TCK-15323,Technical,67.3,4,AGT-34
2024-03-20,TCK-15324,Refunds,32.8,4,AGT-40
2024-03-20,TCK-15325,Billing,30.5,4,AGT-48
2024-03-20,TCK-15326,Account,63.7,1,AGT-27
2024-03-20,TCK-15327,Billing,23.1,5,AGT-27
2024-03-20,TCK-15328,Refunds,55.6,4,AGT-39
2024-03-21,TCK-15329,Billing,66.9,4,AGT-18
2024-03-21,TCK-15330,Billing,64.3,2,AGT-11
2024-03-21,TCK-15331,Account,1.8,1,AGT-18
2024-03-21,TCK-15332,Billing,5.0,4,AGT-21
2024-03-21,TCK-15333,Account,7.6,3,AGT-11
2024-03-21,TCK-15334,Account,24.3,2,AGT-12
2024-03-21,TCK-15335,Technical,34.6,1,AGT-50
2024-03-21,TCK-15336,Refunds,42.4,2,AGT-37
2024-03-21,TCK-15337,Billing,51.3,5,AGT-32
2024-03-21,TCK-15338,Technical,29.6,2,AGT-35
2024-03-21,TCK-15339,Technical,10.4,3,AGT-20
2024-03-22,TCK-15340,Refunds,50.0,4,AGT-25
2024-03-22,TCK-15341,Account,4.6,2,AGT-18
2024-03-22,TCK-15342,Billing,40.8,1,AGT-22
2024-03-22,TCK-15343,Refunds,43.9,2,AGT-45
2024-03-22,TCK-15344,Technical,63.7,1,AGT-44
2024-03-22,TCK-15345,Account,60.9,4,AGT-45
2024-03-22,TCK-15346,Billing,22.9,1,AGT-19
2024-03-22,TCK-15347,Refunds,57.4,5,AGT-20
2024-03-22,TCK-15348,Account,61.6,5,AGT-39
2024-03-22,TCK-15349,Billing,22.4,5,AGT-28
2024-03-22,TCK-15350,Account,67.2,4,AGT-25
2024-03-23,TCK-15351,Account,21.2,3,AGT-23
2024-03-23,TCK-15352,Refunds,30.0,1,AGT-28
2024-03-23,TCK-15353,Technical,34.9,1,AGT-45
2024-03-23,TCK-15354,Technical,68.5,1,AGT-19
2024-03-23,TCK-15355,Technical,25.5,4,AGT-22
2024-03-23,TCK-15356,Billing,53.2,1,AGT-43
2024-03-23,TCK-15357,Refunds,51.5,5,AGT-18
2024-03-23,TCK-15358,Technical,17.2,4,AGT-33
2024-03-23,TCK-15359,Technical,10.9,2,AGT-30
2024-03-23,TCK-15360,Technical,69.0,1,AGT-16
2024-03-23,TCK-15361,Billing,24.8,5,AGT-13
2024-03-24,TCK-15362,Billing,44.5,4,AGT-26
2024-03-24,TCK-15363,Refunds,55.9,1,AGT-30
2024-03-24,TCK-15364,Billing,35.6,2,AGT-11
2024-03-24,TCK-15365,Billing,71.5,1,AGT-27
2024-03-24,TCK-15366,Account,18.9,5,AGT-17
2024-03-24,TCK-15367,Billing,16.6,1,AGT-21
2024-03-24,TCK-15368,Technical,41.0,2,AGT-28
2024-03-24,TCK-15369,Refunds,46.2,1,AGT-44
2024-03-24,TCK-15370,Refunds,25.1,3,AGT-27
2024-03-24,TCK-15371,Refunds,37.8,5,AGT-13
2024-03-24,TCK-15372,Technical,39.1,1,AGT-38
2024-03-24,TCK-15373,Billing,9.2,1,AGT-40
2024-03-25,TCK-15374,Refunds,18.4,4,AGT-33
2024-03-25,TCK-15375,Account,57.0,1,AGT-40
2024-03-25,TCK-15376,Refunds,63.7,1,AGT-35
2024-03-25,TCK-15377,Account,71.6,5,AGT-45
2024-03-25,TCK-15378,Billing,52.9,5,AGT-42
2024-03-25,TCK-15379,Technical,62.9,1,AGT-50
2024-03-25,TCK-15380,Account,61.6,3,AGT-28
2024-03-25,TCK-15381,Refunds,59.8,1,AGT-13
2024-03-25,TCK-15382,Technical,8.6,2,AGT-19
2024-03-25,TCK-15383,Account,30.8,2,AGT-23
2024-03-25,TCK-15384,Refunds,22.3,1,AGT-14
2024-03-26,TCK-15385,Technical,28.9,5,AGT-30
2024-03-26,TCK-15386,Billing,34.4,4,AGT-50
2024-03-26,TCK-15387,Account,43.9,3,AGT-43
2024-03-26,TCK-15388,Refunds,22.2,1,AGT-47
2024-03-26,TCK-15389,Refunds,34.7,4,AGT-50
2024-03-26,TCK-15390,Technical,70.7,1,AGT-12
2024-03-26,TCK-15391,Refunds,58.8,1,AGT-10
2024-03-26,TCK-15392,Technical,52.6,1,AGT-36
2024-03-26,TCK-15393,Account,56.9,5,AGT-38
2024-03-26,TCK-15394,Billing,0.9,2,AGT-40
2024-03-26,TCK-15395,Refunds,42.0,2,AGT-20
2024-03-26,TCK-15396,Billing,68.5,5,AGT-28
2024-03-26,TCK-15397,Refunds,26.2,5,AGT-26
2024-03-27,TCK-15398,Technical,21.1,1,AGT-32
2024-03-27,TCK-15399,Billing,14.2,2,AGT-24
2024-03-27,TCK-15400,Billing,17.4,1,AGT-18
2024-03-27,TCK-15401,Technical,27.9,3,AGT-37
2024-03-27,TCK-15402,Billing,43.2,2,AGT-42
2024-03-27,TCK-15403,Refunds,51.3,5,AGT-32
2024-03-27,TCK-15404,Account,44.3,3,AGT-49
2024-03-27,TCK-15405,Billing,21.4,3,AGT-16
2024-03-27,TCK-15406,Refunds,7.7,3,AGT-11
2024-03-27,TCK-15407,Refunds,36.4,5,AGT-45
2024-03-27,TCK-15408,Account,58.1,1,AGT-24
2024-03-27,TCK-15409,Billing,12.1,5,AGT-45
2024-03-27,TCK-15410,Technical,28.8,4,AGT-18
2024-03-28,TCK-15411,Account,26.3,1,AGT-48
2024-03-28,TCK-15412,Account,1.2,3,AGT-38
2024-03-28,TCK-15413,Account,69.4,2,AGT-25
2024-03-28,TCK-15414,Refunds,29.0,5,AGT-40
2024-03-28,TCK-15415,Refunds,5.3,5,AGT-19
2024-03-28,TCK-15416,Account,58.4,2,AGT-30
2024-03-28,TCK-15417,Account,68.4,5,AGT-31
2024-03-28,TCK-15418,Technical,25.6,4,AGT-14
2024-03-28,TCK-15419,Refunds,60.3,2,AGT-20
2024-03-29,TCK-15420,Billing,69.5,3,AGT-33
2024-03-29,TCK-15421,Technical,12.6,5,AGT-24
2024-03-29,TCK-15422,Account,32.6,4,AGT-39
2024-03-29,TCK-15423,Technical,7.3,2,AGT-12
2024-03-29,TCK-15424,Technical,18.3,3,AGT-42
2024-03-29,TCK-15425,Technical,28.9,3,AGT-45
2024-03-29,TCK-15426,Account,53.6,1,AGT-49
2024-03-29,TCK-15427,Refunds,68.2,2,AGT-36
2024-03-29,TCK-15428,Account,5.5,5,AGT-18
2024-03-29,TCK-15429,Technical,64.1,2,AGT-15
2024-03-29,TCK-15430,Refunds,0.9,4,AGT-35
2024-03-30,TCK-15431,Billing,61.1,4,AGT-18
2024-03-30,TCK-15432,Refunds,21.8,5,AGT-27
2024-03-30,TCK-15433,Account,48.4,1,AGT-17
2024-03-30,TCK-15434,Account,33.4,1,AGT-22
2024-03-30,TCK-15435,Technical,46.1,3,AGT-20
2024-03-30,TCK-15436,Billing,52.4,4,AGT-27
2024-03-30,TCK-15437,Technical,17.8,3,AGT-13
2024-03-30,TCK-15438,Billing,1.5,1,AGT-15
2024-03-30,TCK-15439,Billing,26.5,4,AGT-36
2024-03-30,TCK-15440,Refunds,8.5,1,AGT-13
2024-03-30,TCK-15441,Billing,60.8,4,AGT-13
2024-03-30,TCK-15442,Billing,4.2,5,AGT-47
2024-03-30,TCK-15443,Billing,10.0,3,AGT-19
