date,shipment_id,origin,destination,weight_kg,cost_usd,transit_time_days,is_delayed
2025-01-24,SHP-107676,Chicago,LA,856.95,1321.66,10,1
2025-01-24,SHP-107677,NY,LA,875.09,1176.21,9,0
2025-01-25,SHP-107678,Houston,Chicago,1543.45,1423.23,12,0
2025-01-25,SHP-107679,Seattle,Houston,1270.76,2612.71,7,0
2025-01-25,SHP-107680,Chicago,Houston,4522.04,9357.74,12,1
2025-01-25,SHP-107681,LA,NY,3603.95,7959.93,6,0
2025-01-25,SHP-107682,NY,Houston,3627.19,8227.57,3,0
2025-01-25,SHP-107683,Miami,NY,4100.77,6195.01,1,0
2025-01-25,SHP-107684,LA,Miami,2786.78,1829.99,10,0
2025-01-25,SHP-107685,Chicago,LA,4906.62,8214.91,18,0
2025-01-26,SHP-107686,Houston,LA,2421.29,3134.18,4,0
2025-01-26,SHP-107687,Miami,LA,3945.1,6321.22,13,0
2025-01-26,SHP-107688,LA,Miami,996.39,667.19,10,0
2025-01-26,SHP-107689,Houston,NY,2197.59,2837.97,13,0
2025-01-26,SHP-107690,Seattle,Chicago,748.66,1273.62,11,0
2025-01-26,SHP-107691,NY,LA,1899.01,2322.36,11,0
2025-01-26,SHP-107692,Chicago,Miami,4879.3,4190.08,16,1
2025-01-26,SHP-107693,Seattle,LA,1031.23,1102.21,7,0
2025-01-26,SHP-107694,NY,Seattle,3496.3,8523.93,10,0
2025-01-27,SHP-107695,LA,Houston,4004.55,9957.33,3,0
2025-01-27,SHP-107696,LA,Houston,2813.44,2999.45,2,0
2025-01-27,SHP-107697,Houston,Seattle,4727.66,4440.42,13,0
2025-01-27,SHP-107698,Chicago,Miami,495.56,551.64,13,1
2025-01-27,SHP-107699,Miami,LA,3306.43,8031.53,14,0
2025-01-27,SHP-107700,LA,Seattle,947.5,1192.1,10,0
2025-01-27,SHP-107701,Seattle,LA,1272.31,641.46,6,0
2025-01-28,SHP-107702,LA,Seattle,1040.47,1890.64,6,0
2025-01-28,SHP-107703,NY,LA,2052.68,1092.74,14,0
2025-01-28,SHP-107704,Miami,LA,2316.51,2016.92,5,0
2025-01-28,SHP-107705,LA,Houston,2333.39,2359.07,14,0
2025-01-28,SHP-107706,Seattle,Miami,2594.48,5496.78,4,0
2025-01-28,SHP-107707,Miami,LA,1057.75,1215.14,2,0
2025-01-29,SHP-107708,Chicago,Seattle,3877.12,4952.0,13,0
2025-01-29,SHP-107709,Chicago,Seattle,2950.88,6468.05,9,1
2025-01-29,SHP-107710,NY,Seattle,1931.94,1366.29,4,0
2025-01-29,SHP-107711,Chicago,Seattle,2628.66,4489.97,14,0
2025-01-29,SHP-107712,Miami,Seattle,3662.6,7196.81,10,0
2025-01-30,SHP-107713,Seattle,Chicago,2852.24,6022.14,4,0
2025-01-30,SHP-107714,Miami,Seattle,4970.44,7938.0,8,0
2025-01-30,SHP-107715,NY,Houston,4696.21,6223.53,14,0
2025-01-30,SHP-107716,Houston,Seattle,4072.8,5221.38,11,0
2025-01-30,SHP-107717,Chicago,Miami,1408.1,2280.36,15,1
2025-01-30,SHP-107718,Houston,Miami,2788.36,1998.0,7,0
2025-01-31,SHP-107719,Chicago,LA,2949.42,1890.58,11,0
2025-01-31,SHP-107720,Chicago,Miami,2929.47,3792.79,8,1
2025-01-31,SHP-107721,Seattle,Houston,2484.84,2741.5,13,0
2025-01-31,SHP-107722,Chicago,Miami,4699.19,4210.66,12,0
2025-01-31,SHP-107723,Houston,NY,2167.36,3848.21,9,0
2025-02-01,SHP-107724,Miami,Houston,3511.1,5111.88,9,0
2025-02-01,SHP-107725,Seattle,LA,1633.26,1484.16,11,0
2025-02-01,SHP-107726,Chicago,LA,375.36,889.66,12,0
2025-02-01,SHP-107727,Seattle,LA,1450.93,2143.57,5,0
2025-02-01,SHP-107728,Miami,NY,1881.57,3157.58,3,0
2025-02-01,SHP-107729,Chicago,NY,4966.61,11337.34,16,1
2025-02-02,SHP-107730,Seattle,NY,800.53,1111.64,13,0
2025-02-02,SHP-107731,Seattle,Miami,211.92,296.31,5,0
2025-02-02,SHP-107732,NY,Miami,763.14,1065.08,5,0
2025-02-02,SHP-107733,Chicago,NY,4775.24,9001.21,18,1
2025-02-02,SHP-107734,Houston,NY,4266.49,5785.4,2,0
2025-02-02,SHP-107735,LA,Miami,4084.65,10050.86,5,0
2025-02-02,SHP-107736,Miami,Houston,1800.47,2899.75,13,0
2025-02-03,SHP-107737,Seattle,Chicago,4664.61,6704.4,7,0
2025-02-03,SHP-107738,Miami,Chicago,1610.2,2853.31,8,0
2025-02-03,SHP-107739,Chicago,Houston,2794.18,4089.22,16,1
2025-02-03,SHP-107740,NY,Miami,2474.93,3763.36,4,0
2025-02-03,SHP-107741,LA,NY,4858.49,3269.17,3,0
2025-02-04,SHP-107742,Houston,Miami,694.48,1145.84,8,0
2025-02-04,SHP-107743,LA,Chicago,2301.69,3724.68,14,0
2025-02-04,SHP-107744,Chicago,Houston,4689.11,3094.03,17,1
2025-02-04,SHP-107745,Houston,LA,3209.08,4330.39,10,0
2025-02-04,SHP-107746,NY,Seattle,4271.61,7530.71,10,0
2025-02-04,SHP-107747,NY,Houston,1384.76,2378.53,13,0
2025-02-05,SHP-107748,LA,Seattle,1615.26,3372.96,8,0
2025-02-05,SHP-107749,Seattle,Chicago,1413.83,2010.52,5,0
2025-02-05,SHP-107750,LA,Seattle,2978.62,2325.12,10,0
2025-02-05,SHP-107751,Miami,LA,1397.42,1604.37,2,0
2025-02-05,SHP-107752,LA,Houston,1933.34,3374.39,12,0
2025-02-05,SHP-107753,LA,Chicago,4170.31,2236.97,13,0
2025-02-06,SHP-107754,Seattle,Chicago,2584.4,1651.68,13,0
2025-02-06,SHP-107755,Seattle,Chicago,4041.79,6865.66,2,0
2025-02-06,SHP-107756,Seattle,NY,2762.86,2292.69,6,0
2025-02-06,SHP-107757,Chicago,Houston,363.07,513.89,16,1
2025-02-06,SHP-107758,Seattle,NY,1789.7,2041.45,3,0
2025-02-07,SHP-107759,Houston,LA,3365.32,5827.99,12,0
2025-02-07,SHP-107760,NY,Seattle,1791.14,2832.95,3,0
2025-02-07,SHP-107761,Seattle,Chicago,3081.32,2346.84,9,0
2025-02-07,SHP-107762,Houston,Seattle,903.29,2142.97,14,0
2025-02-07,SHP-107763,Seattle,LA,3897.72,6876.94,1,0
2025-02-07,SHP-107764,Houston,Chicago,3180.86,2175.01,1,0
2025-02-07,SHP-107765,Chicago,Miami,3460.45,6168.01,9,1
2025-02-07,SHP-107766,Chicago,Houston,560.33,283.0,16,0
2025-02-08,SHP-107767,Houston,Seattle,3795.03,2780.24,5,0
2025-02-08,SHP-107768,LA,NY,3509.31,3583.79,14,0
2025-02-08,SHP-107769,NY,LA,1960.14,1443.94,10,0
2025-02-08,SHP-107770,Seattle,Houston,2432.11,3022.48,8,0
2025-02-08,SHP-107771,NY,Seattle,2088.45,1274.13,9,0
2025-02-08,SHP-107772,Seattle,LA,4917.03,9325.64,4,0
2025-02-08,SHP-107773,NY,LA,3852.57,5441.0,9,0
2025-02-08,SHP-107774,Miami,Houston,3342.85,6923.04,13,0
2025-02-09,SHP-107775,Chicago,Miami,1157.74,2709.51,9,1
2025-02-09,SHP-107776,Chicago,Houston,420.34,239.47,22,1
2025-02-09,SHP-107777,NY,LA,1681.32,843.3,12,0
2025-02-09,SHP-107778,NY,Houston,266.71,427.04,5,0
2025-02-09,SHP-107779,LA,Miami,4970.17,11574.07,2,0
2025-02-09,SHP-107780,Chicago,Houston,3807.06,4400.09,20,1
2025-02-09,SHP-107781,NY,Houston,3757.29,6219.35,12,0
2025-02-09,SHP-107782,LA,Seattle,1977.97,1536.94,10,0
2025-02-10,SHP-107783,LA,Houston,2864.94,1861.33,12,0
2025-02-10,SHP-107784,NY,Chicago,4804.25,6123.48,1,0
2025-02-10,SHP-107785,Houston,Chicago,4425.77,6725.64,14,1
2025-02-10,SHP-107786,Seattle,NY,880.58,613.61,4,0
2025-02-10,SHP-107787,Houston,Miami,601.66,905.16,12,0
2025-02-10,SHP-107788,Chicago,NY,2186.17,3228.19,23,1
2025-02-10,SHP-107789,NY,Chicago,3001.02,2401.52,12,0
2025-02-11,SHP-107790,Miami,NY,1905.25,2407.03,13,0
2025-02-11,SHP-107791,Seattle,LA,1417.87,3198.19,2,0
2025-02-11,SHP-107792,Chicago,Houston,664.11,532.63,17,1
2025-02-11,SHP-107793,Seattle,NY,4499.17,5074.27,12,0
2025-02-11,SHP-107794,Houston,Chicago,503.89,818.29,8,0
2025-02-11,SHP-107795,Miami,NY,2608.77,6309.0,7,0
2025-02-11,SHP-107796,Chicago,NY,3836.87,9112.46,12,1
2025-02-12,SHP-107797,Miami,NY,2585.03,5144.97,4,0
2025-02-12,SHP-107798,Chicago,Seattle,2688.92,5706.67,11,0
2025-02-12,SHP-107799,Seattle,Miami,3997.39,6082.95,8,0
2025-02-12,SHP-107800,Seattle,Houston,3803.55,2340.64,11,0
2025-02-12,SHP-107801,Miami,LA,1812.9,3247.82,8,0
2025-02-12,SHP-107802,Houston,LA,1479.84,1729.27,13,0
2025-02-13,SHP-107803,Seattle,Chicago,4666.84,2723.11,5,0
2025-02-13,SHP-107804,NY,Chicago,3801.31,9116.62,8,0
2025-02-13,SHP-107805,Chicago,LA,2327.0,3234.11,14,1
2025-02-13,SHP-107806,LA,Miami,762.15,1180.96,6,0
2025-02-13,SHP-107807,Seattle,NY,2445.02,4428.22,7,0
2025-02-13,SHP-107808,Chicago,Seattle,3602.5,5120.88,7,1
2025-02-13,SHP-107809,Seattle,Miami,1922.61,2431.78,3,0
2025-02-14,SHP-107810,Chicago,Miami,2013.4,1236.47,12,1
2025-02-14,SHP-107811,Houston,Miami,4467.01,8162.65,13,0
2025-02-14,SHP-107812,LA,Houston,3535.92,2933.55,7,0
2025-02-14,SHP-107813,LA,Miami,2730.05,2241.92,2,0
2025-02-14,SHP-107814,NY,Seattle,4930.1,7577.91,1,0
2025-02-14,SHP-107815,Seattle,LA,4793.83,10573.0,4,0
2025-02-15,SHP-107816,Chicago,Miami,1289.56,2053.23,21,0
2025-02-15,SHP-107817,Houston,NY,1677.04,1771.96,6,0
2025-02-15,SHP-107818,NY,Houston,1770.2,4337.26,6,0
2025-02-15,SHP-107819,NY,Miami,2550.85,4583.37,5,0
2025-02-15,SHP-107820,Houston,Seattle,929.12,2264.44,6,0
2025-02-16,SHP-107821,Houston,NY,2114.75,1148.95,6,0
2025-02-16,SHP-107822,Seattle,Chicago,3931.36,9803.81,14,0
2025-02-16,SHP-107823,Houston,Chicago,1123.51,2215.18,10,0
2025-02-16,SHP-107824,Miami,Chicago,3013.39,4983.04,14,0
2025-02-16,SHP-107825,LA,NY,2488.48,4444.53,5,0
2025-02-16,SHP-107826,LA,Houston,2869.95,4540.0,11,0
2025-02-16,SHP-107827,NY,Seattle,4626.3,6512.89,7,0
2025-02-16,SHP-107828,NY,Chicago,3841.65,4389.4,3,0
2025-02-17,SHP-107829,Houston,Chicago,758.69,1230.91,12,0
2025-02-17,SHP-107830,Seattle,NY,1939.88,3137.16,12,1
2025-02-17,SHP-107831,Miami,NY,3741.65,6208.02,11,0
2025-02-17,SHP-107832,Seattle,Houston,1288.47,1599.59,12,0
2025-02-17,SHP-107833,Houston,Seattle,1435.67,2723.11,8,0
2025-02-17,SHP-107834,Houston,NY,2910.06,4301.36,12,0
2025-02-17,SHP-107835,Miami,LA,2917.61,1711.88,8,0
2025-02-18,SHP-107836,NY,LA,4928.79,9423.21,10,0
2025-02-18,SHP-107837,Houston,NY,1779.14,3938.3,5,0
2025-02-18,SHP-107838,Seattle,Miami,1024.66,726.38,14,0
2025-02-18,SHP-107839,Chicago,LA,2495.62,1903.87,9,1
2025-02-18,SHP-107840,Miami,Seattle,1762.9,4330.95,14,0
2025-02-18,SHP-107841,Seattle,Miami,3182.79,2024.36,4,0
2025-02-18,SHP-107842,Seattle,LA,1278.51,963.75,12,0
2025-02-18,SHP-107843,NY,LA,1626.6,3379.58,7,0
2025-02-18,SHP-107844,LA,NY,456.23,1017.0,3,1
2025-02-19,SHP-107845,NY,Houston,2966.17,7267.64,8,0
2025-02-19,SHP-107846,Seattle,Houston,2108.68,3169.4,8,0
2025-02-19,SHP-107847,LA,Houston,4473.47,9215.23,3,0
2025-02-19,SHP-107848,Miami,Houston,4493.1,3017.47,3,0
2025-02-19,SHP-107849,LA,Houston,3049.1,5163.67,3,0
2025-02-19,SHP-107850,NY,Miami,434.54,596.69,10,0
2025-02-20,SHP-107851,Miami,NY,209.98,468.15,13,0
2025-02-20,SHP-107852,LA,NY,1407.17,811.6,12,0
2025-02-20,SHP-107853,Chicago,Miami,196.29,477.5,12,1
2025-02-20,SHP-107854,Chicago,Miami,3831.62,4325.52,15,1
2025-02-20,SHP-107855,Chicago,Seattle,1910.57,1758.09,12,0
2025-02-20,SHP-107856,NY,Miami,2224.19,4652.97,8,0
2025-02-21,SHP-107857,Houston,Seattle,4937.1,10637.41,10,0
2025-02-21,SHP-107858,NY,Miami,238.8,306.53,4,0
2025-02-21,SHP-107859,Houston,NY,1142.78,1030.49,3,0
2025-02-21,SHP-107860,Miami,NY,1877.66,2864.14,1,0
2025-02-21,SHP-107861,Chicago,Miami,901.79,2061.95,16,1
2025-02-21,SHP-107862,NY,LA,2092.28,2412.4,9,0
2025-02-21,SHP-107863,LA,Seattle,2201.69,1950.23,10,0
2025-02-22,SHP-107864,Miami,LA,3475.31,5918.78,1,1
2025-02-22,SHP-107865,Houston,Seattle,1529.83,1659.3,5,0
2025-02-22,SHP-107866,Chicago,Miami,3911.5,8999.16,13,0
2025-02-22,SHP-107867,Seattle,NY,1036.95,1309.29,3,0
2025-02-22,SHP-107868,NY,Chicago,1345.69,878.17,2,0
2025-02-22,SHP-107869,Houston,Seattle,2096.08,1736.0,10,0
2025-02-22,SHP-107870,NY,Houston,2586.14,2139.27,10,0
2025-02-23,SHP-107871,NY,LA,98.05,233.19,14,0
2025-02-23,SHP-107872,LA,Miami,1003.66,954.4,5,0
2025-02-23,SHP-107873,NY,Seattle,732.48,1069.34,7,0
2025-02-23,SHP-107874,Chicago,LA,2641.52,3683.66,18,1
2025-02-23,SHP-107875,LA,Chicago,3072.23,1747.69,2,0
2025-02-23,SHP-107876,Miami,NY,1945.4,2322.42,14,0
2025-02-24,SHP-107877,Chicago,Seattle,2664.02,2142.63,18,1
2025-02-24,SHP-107878,Houston,LA,3030.2,5772.25,5,0
2025-02-24,SHP-107879,LA,Houston,4448.94,3724.57,14,0
2025-02-24,SHP-107880,LA,Houston,3855.29,5774.45,12,0
2025-02-24,SHP-107881,LA,Miami,3446.06,6505.58,7,0
2025-02-24,SHP-107882,Houston,LA,45.15,83.93,13,0
2025-02-25,SHP-107883,LA,Houston,1815.8,4140.79,4,0
2025-02-25,SHP-107884,NY,Chicago,260.32,550.74,10,1
2025-02-25,SHP-107885,LA,Seattle,1497.08,3453.84,13,0
2025-02-25,SHP-107886,Chicago,Seattle,2682.32,3122.66,12,0
2025-02-25,SHP-107887,Chicago,Miami,2464.93,1838.52,11,1
2025-02-26,SHP-107888,LA,Seattle,2281.86,1773.96,12,0
2025-02-26,SHP-107889,Seattle,NY,296.39,551.36,2,0
2025-02-26,SHP-107890,Houston,Miami,4337.52,8795.54,3,0
2025-02-26,SHP-107891,Seattle,LA,2361.6,1449.48,8,0
2025-02-26,SHP-107892,Miami,Houston,2087.71,3789.19,8,0
2025-02-26,SHP-107893,LA,Chicago,1342.01,2467.51,8,0
2025-02-26,SHP-107894,NY,Seattle,792.52,1627.24,1,0
2025-02-26,SHP-107895,Seattle,Houston,690.2,516.39,11,0
2025-02-27,SHP-107896,Seattle,LA,1243.82,1586.8,8,0
2025-02-27,SHP-107897,Houston,Miami,1501.3,2841.37,4,0
2025-02-27,SHP-107898,NY,Houston,263.74,190.25,2,0
2025-02-27,SHP-107899,Chicago,NY,1713.95,2703.27,24,1
2025-02-27,SHP-107900,NY,Miami,3089.38,5363.74,9,0
2025-02-27,SHP-107901,Seattle,Miami,2055.85,1418.38,2,0
2025-02-27,SHP-107902,Chicago,NY,3121.55,3001.4,20,1
2025-02-27,SHP-107903,Chicago,LA,2288.21,3972.44,15,1
2025-02-28,SHP-107904,Miami,Seattle,2605.02,4134.27,2,0
2025-02-28,SHP-107905,Houston,LA,4933.63,8604.04,8,0
2025-02-28,SHP-107906,Houston,Seattle,3965.31,6240.34,10,0
2025-02-28,SHP-107907,Chicago,NY,1845.85,3737.42,19,0
2025-02-28,SHP-107908,Chicago,Houston,2311.53,4326.49,17,1
2025-02-28,SHP-107909,LA,Seattle,4302.95,2730.0,1,1
2025-02-28,SHP-107910,NY,Houston,2237.66,4632.36,7,0
2025-03-01,SHP-107911,Seattle,Houston,1689.72,1316.7,10,0
2025-03-01,SHP-107912,Miami,Chicago,4461.28,9261.69,11,0
2025-03-01,SHP-107913,Seattle,Houston,4985.23,8379.37,1,0
2025-03-01,SHP-107914,Houston,Miami,3852.11,7516.69,2,0
2025-03-01,SHP-107915,Miami,Seattle,2644.02,5679.58,8,0
2025-03-01,SHP-107916,NY,Houston,771.31,623.96,1,0
2025-03-02,SHP-107917,Houston,Chicago,4695.47,10046.73,6,0
2025-03-02,SHP-107918,Chicago,Seattle,4374.56,4739.09,12,0
2025-03-02,SHP-107919,NY,Houston,510.78,690.2,4,0
2025-03-02,SHP-107920,Seattle,NY,2395.11,5901.63,9,0
2025-03-02,SHP-107921,LA,Chicago,2681.11,1548.21,7,0
2025-03-02,SHP-107922,Houston,Seattle,1582.58,2458.61,6,0
2025-03-02,SHP-107923,LA,Miami,4036.39,8798.35,8,0
2025-03-02,SHP-107924,LA,Chicago,2283.13,1227.87,8,0
2025-03-03,SHP-107925,LA,Houston,2136.24,2241.09,12,0
2025-03-03,SHP-107926,Miami,Houston,3587.87,7741.11,6,0
2025-03-03,SHP-107927,LA,Houston,1937.83,3436.97,14,0
2025-03-03,SHP-107928,LA,Chicago,1240.92,2552.98,11,0
2025-03-03,SHP-107929,Miami,Chicago,3544.47,2499.13,4,0
2025-03-03,SHP-107930,Seattle,LA,1270.44,2197.24,10,1
2025-03-03,SHP-107931,Seattle,Houston,4190.49,9943.35,7,0
2025-03-03,SHP-107932,Seattle,Chicago,3810.03,6813.83,11,0
2025-03-04,SHP-107933,Houston,NY,806.96,1416.62,11,0
2025-03-04,SHP-107934,Chicago,Miami,914.37,821.71,6,0
2025-03-04,SHP-107935,NY,Houston,3878.05,5917.88,6,0
2025-03-04,SHP-107936,Miami,NY,1863.59,4576.48,9,0
2025-03-04,SHP-107937,NY,Miami,365.81,279.47,5,0
2025-03-04,SHP-107938,Chicago,Miami,3783.6,2594.82,7,0
2025-03-04,SHP-107939,Miami,Chicago,2892.57,3514.1,11,0
2025-03-04,SHP-107940,Miami,LA,27.92,25.08,9,0
2025-03-04,SHP-107941,Miami,Houston,4257.36,6885.12,2,0
2025-03-04,SHP-107942,NY,Chicago,4509.7,6576.62,7,0
2025-03-05,SHP-107943,NY,Seattle,4483.67,8005.92,7,0
2025-03-05,SHP-107944,Seattle,Miami,3615.4,4008.25,7,0
2025-03-05,SHP-107945,Seattle,NY,3276.53,6826.36,14,0
2025-03-05,SHP-107946,LA,Houston,4825.73,6197.89,3,0
2025-03-05,SHP-107947,NY,Miami,1190.51,1967.49,14,0
2025-03-05,SHP-107948,Houston,NY,1257.42,2280.57,4,0
2025-03-05,SHP-107949,NY,Chicago,2440.18,4853.2,10,0
2025-03-06,SHP-107950,Miami,Chicago,148.83,234.91,8,0
2025-03-06,SHP-107951,Houston,LA,3643.12,3795.14,7,0
2025-03-06,SHP-107952,Houston,NY,2951.22,2076.35,6,0
2025-03-06,SHP-107953,NY,Miami,565.82,452.99,5,0
2025-03-06,SHP-107954,NY,Seattle,4733.14,3701.45,10,0
2025-03-06,SHP-107955,NY,Houston,4303.71,4676.21,3,0
2025-03-06,SHP-107956,NY,Chicago,3186.97,5472.98,6,0
2025-03-07,SHP-107957,Miami,Chicago,2217.6,5431.77,5,0
2025-03-07,SHP-107958,LA,NY,297.44,166.22,1,0
2025-03-07,SHP-107959,Miami,NY,1695.05,2542.95,6,0
2025-03-07,SHP-107960,Miami,Chicago,4642.87,3453.89,14,0
2025-03-07,SHP-107961,Seattle,Miami,1826.16,3444.97,9,0
2025-03-07,SHP-107962,Houston,LA,1324.55,2933.71,1,0
2025-03-07,SHP-107963,Houston,Seattle,3285.62,2598.05,10,0
2025-03-07,SHP-107964,NY,Chicago,2880.63,5736.86,3,0
2025-03-08,SHP-107965,LA,Miami,3416.94,6829.26,10,0
2025-03-08,SHP-107966,Houston,Seattle,2446.33,4962.8,5,0
2025-03-08,SHP-107967,LA,NY,3688.42,7894.4,2,0
2025-03-08,SHP-107968,Houston,Seattle,4024.22,4777.15,4,0
2025-03-08,SHP-107969,Houston,Miami,4404.95,7773.18,10,0
2025-03-08,SHP-107970,LA,Chicago,861.43,1032.3,7,0
2025-03-08,SHP-107971,NY,Houston,1725.31,3690.55,4,0
2025-03-08,SHP-107972,Houston,LA,4890.92,7090.4,5,0
2025-03-09,SHP-107973,Miami,LA,4368.98,8901.52,5,0
2025-03-09,SHP-107974,Miami,Seattle,4567.89,10884.21,4,0
2025-03-09,SHP-107975,LA,Seattle,3297.7,6762.22,1,0
2025-03-09,SHP-107976,Houston,Chicago,4594.7,10703.47,10,0
2025-03-09,SHP-107977,LA,Seattle,4198.93,5702.57,13,0
2025-03-10,SHP-107978,Chicago,NY,2966.95,6129.43,10,0
2025-03-10,SHP-107979,Houston,Chicago,111.31,265.2,2,0
2025-03-10,SHP-107980,LA,NY,795.06,700.85,1,0
2025-03-10,SHP-107981,Houston,Miami,2143.6,1956.36,1,1
2025-03-10,SHP-107982,Miami,Seattle,3748.86,8946.28,2,0
2025-03-11,SHP-107983,NY,Houston,3344.17,5863.03,13,0
2025-03-11,SHP-107984,LA,Seattle,4219.22,6840.56,2,0
2025-03-11,SHP-107985,Seattle,Houston,1076.61,1039.75,14,0
2025-03-11,SHP-107986,LA,Seattle,2969.82,4105.57,6,0
2025-03-11,SHP-107987,LA,Seattle,2920.54,1631.52,7,0
2025-03-11,SHP-107988,Houston,Seattle,4872.13,5968.17,13,0
2025-03-12,SHP-107989,LA,Houston,1729.87,4308.01,4,0
2025-03-12,SHP-107990,LA,Chicago,2104.57,5230.5,3,1
2025-03-12,SHP-107991,NY,Seattle,2438.39,4078.42,1,0
2025-03-12,SHP-107992,Miami,Seattle,4435.45,5636.45,9,0
2025-03-12,SHP-107993,Miami,LA,3188.92,3963.47,13,0
2025-03-12,SHP-107994,Seattle,Houston,1566.73,2922.53,6,0
2025-03-13,SHP-107995,Seattle,Houston,1826.78,2838.97,14,0
2025-03-13,SHP-107996,Seattle,Miami,3985.31,3367.45,12,0
2025-03-13,SHP-107997,Chicago,LA,3601.0,7650.17,1,0
2025-03-13,SHP-107998,LA,Chicago,363.58,788.76,1,0
2025-03-13,SHP-107999,LA,Chicago,2741.13,3284.39,2,0
2025-03-13,SHP-108000,Chicago,Houston,226.02,400.09,9,1
2025-03-13,SHP-108001,Seattle,LA,4275.69,4263.81,8,0
2025-03-13,SHP-108002,NY,LA,4266.98,8945.17,9,0
2025-03-14,SHP-108003,Seattle,NY,2275.42,3654.06,1,0
2025-03-14,SHP-108004,Seattle,LA,4034.79,8999.84,11,0
2025-03-14,SHP-108005,Chicago,LA,3744.02,7528.22,5,0
2025-03-14,SHP-108006,Houston,LA,2725.29,3306.76,10,0
2025-03-14,SHP-108007,Miami,Seattle,2223.49,5388.11,1,0
2025-03-14,SHP-108008,Seattle,NY,3959.75,5152.55,8,0
2025-03-14,SHP-108009,Chicago,Houston,129.67,181.54,11,0
2025-03-14,SHP-108010,Miami,Seattle,2711.27,2244.27,13,0
2025-03-15,SHP-108011,Houston,LA,2689.55,3498.17,9,0
2025-03-15,SHP-108012,NY,LA,2875.0,2857.89,11,0
2025-03-15,SHP-108013,LA,Seattle,4583.0,9297.75,10,0
2025-03-15,SHP-108014,Miami,Seattle,718.77,1493.12,5,0
2025-03-15,SHP-108015,Houston,Chicago,1988.17,1026.14,9,0
2025-03-16,SHP-108016,Chicago,Miami,3345.29,4467.95,7,0
2025-03-16,SHP-108017,NY,LA,687.53,533.66,9,0
2025-03-16,SHP-108018,LA,Seattle,1092.95,1113.01,3,0
2025-03-16,SHP-108019,Chicago,NY,547.09,1134.01,13,0
2025-03-16,SHP-108020,Seattle,Chicago,3731.87,2869.47,8,0
2025-03-16,SHP-108021,Houston,Miami,4906.09,4363.91,3,0
2025-03-16,SHP-108022,Chicago,Seattle,4045.23,2125.81,1,0
2025-03-16,SHP-108023,NY,Miami,418.25,1044.49,1,0
2025-03-17,SHP-108024,Seattle,Houston,2175.45,5395.63,7,0
2025-03-17,SHP-108025,Seattle,Chicago,3051.38,2479.81,6,0
2025-03-17,SHP-108026,Miami,Seattle,2005.31,2413.43,13,0
2025-03-17,SHP-108027,Miami,NY,3629.81,6539.45,7,0
2025-03-17,SHP-108028,Seattle,Houston,2963.25,3167.46,1,0
2025-03-17,SHP-108029,NY,LA,4936.16,10561.08,12,0
2025-03-18,SHP-108030,LA,Seattle,4087.75,7058.8,11,1
2025-03-18,SHP-108031,Houston,NY,2582.3,6019.38,1,0
2025-03-18,SHP-108032,LA,Seattle,980.77,2166.36,1,0
2025-03-18,SHP-108033,Miami,Seattle,1297.29,2015.11,2,0
2025-03-18,SHP-108034,Chicago,Miami,4196.65,3344.53,8,0
2025-03-18,SHP-108035,NY,LA,438.95,723.67,3,0
2025-03-18,SHP-108036,LA,NY,223.42,216.35,4,0
2025-03-18,SHP-108037,Houston,Chicago,3046.54,4106.24,12,0
2025-03-19,SHP-108038,Miami,Chicago,4070.14,7813.22,8,0
2025-03-19,SHP-108039,NY,Chicago,3555.54,6846.34,1,0
2025-03-19,SHP-108040,Houston,Seattle,2132.65,3927.41,2,0
2025-03-19,SHP-108041,Seattle,NY,1285.08,3133.95,13,0
2025-03-19,SHP-108042,Chicago,NY,1765.76,2909.9,3,0
2025-03-19,SHP-108043,LA,Houston,1677.2,3836.42,14,0
2025-03-19,SHP-108044,NY,Seattle,2705.62,4494.47,6,0
2025-03-20,SHP-108045,NY,Houston,1716.66,2606.12,12,0
2025-03-20,SHP-108046,Miami,Houston,1556.41,1639.34,8,0
2025-03-20,SHP-108047,LA,NY,2152.91,5298.54,10,0
2025-03-20,SHP-108048,NY,LA,3917.21,8272.9,8,0
2025-03-20,SHP-108049,Seattle,LA,4550.92,6993.39,11,0
2025-03-20,SHP-108050,Chicago,Seattle,2071.6,2042.99,8,0
2025-03-20,SHP-108051,Houston,Miami,3767.73,9038.02,8,0
2025-03-21,SHP-108052,NY,Houston,3795.99,7878.01,6,0
2025-03-21,SHP-108053,LA,Chicago,3721.17,7471.73,2,0
2025-03-21,SHP-108054,Houston,Chicago,4027.44,7692.91,10,0
2025-03-21,SHP-108055,Miami,Seattle,2962.81,4058.32,13,0
2025-03-21,SHP-108056,Miami,LA,1123.32,1261.35,14,0
2025-03-21,SHP-108057,Miami,Houston,3363.27,3317.83,12,0
2025-03-22,SHP-108058,Houston,Chicago,3889.21,7603.31,6,0
2025-03-22,SHP-108059,NY,Seattle,505.32,936.47,10,0
2025-03-22,SHP-108060,LA,Seattle,1218.78,2178.15,9,0
2025-03-22,SHP-108061,Seattle,Chicago,1250.88,1953.53,8,0
2025-03-22,SHP-108062,Miami,Chicago,1259.63,653.14,4,0
2025-03-22,SHP-108063,Chicago,Miami,1962.19,4669.11,5,0
2025-03-23,SHP-108064,Seattle,Houston,4424.77,9938.52,7,0
2025-03-23,SHP-108065,LA,Miami,3846.58,3922.14,4,0
