date,campaign_id,platform,ad_spend,impressions,clicks,conversions,cost_per_acquisition
2023-07-20,CAMP-5002,Facebook,4608.59,314217,7918,524,8.8
2023-07-20,CAMP-5003,Google Ads,506.37,32314,500,28,18.08
2023-07-20,CAMP-5004,Google Ads,1485.84,46255,1481,133,11.17
2023-07-20,CAMP-5005,TikTok,4279.32,357724,14558,1242,3.45
2023-07-20,CAMP-5006,Facebook,791.24,67545,1846,110,7.19
2023-07-20,CAMP-5007,Google Ads,1328.17,36803,1031,93,14.28
2023-07-20,CAMP-5008,Facebook,420.44,33073,1454,94,4.47
2023-07-20,CAMP-5009,Google Ads,1061.91,47299,2050,105,10.11
2023-07-20,CAMP-5010,TikTok,4365.42,338369,6050,275,15.87
2023-07-21,CAMP-5011,TikTok,1514.3,74316,1729,138,10.97
2023-07-21,CAMP-5012,Facebook,260.25,4551,139,8,32.53
2023-07-21,CAMP-5013,LinkedIn,2908.28,218168,9719,209,13.92
2023-07-21,CAMP-5014,TikTok,4921.78,70260,2317,120,41.01
2023-07-21,CAMP-5015,TikTok,4590.9,398946,16959,484,9.49
2023-07-21,CAMP-5016,Google Ads,3112.74,95794,1202,43,72.39
2023-07-21,CAMP-5017,Google Ads,4316.2,226564,5974,342,12.62
2023-07-21,CAMP-5018,Google Ads,3569.82,304313,5027,328,10.88
2023-07-21,CAMP-5019,LinkedIn,2399.81,221838,3205,70,34.28
2023-07-22,CAMP-5020,TikTok,1587.62,80433,2669,129,12.31
2023-07-22,CAMP-5021,Google Ads,431.86,28761,497,11,39.26
2023-07-22,CAMP-5022,Google Ads,1661.6,80114,3677,355,4.68
2023-07-22,CAMP-5023,TikTok,1553.65,135636,2452,177,8.78
2023-07-22,CAMP-5024,LinkedIn,1852.21,103959,4308,145,12.77
2023-07-22,CAMP-5025,Google Ads,4476.52,287199,9959,350,12.79
2023-07-22,CAMP-5026,Google Ads,2452.33,70687,1096,48,51.09
2023-07-22,CAMP-5027,Facebook,3438.92,315828,6557,639,5.38
2023-07-23,CAMP-5028,LinkedIn,4712.85,132316,2032,130,36.25
2023-07-23,CAMP-5029,TikTok,934.76,23299,793,73,12.8
2023-07-23,CAMP-5030,Facebook,244.29,23109,708,38,6.43
2023-07-23,CAMP-5031,LinkedIn,449.91,19512,564,21,21.42
2023-07-23,CAMP-5032,TikTok,3557.65,320841,13613,988,3.6
2023-07-23,CAMP-5033,Facebook,1600.11,146567,3713,366,4.37
2023-07-23,CAMP-5034,TikTok,4125.57,336086,5877,243,16.98
2023-07-23,CAMP-5035,Google Ads,1279.75,20041,349,18,71.1
2023-07-23,CAMP-5036,Google Ads,3980.21,136666,5063,423,9.41
2023-07-23,CAMP-5037,Facebook,2583.19,81051,1007,77,33.55
2023-07-24,CAMP-5038,Google Ads,2698.76,94017,2721,118,22.87
2023-07-24,CAMP-5039,Facebook,2683.14,155714,5615,350,7.67
2023-07-24,CAMP-5040,Google Ads,2293.4,188688,4662,385,5.96
2023-07-24,CAMP-5041,Facebook,388.35,38629,1148,114,3.41
2023-07-24,CAMP-5042,TikTok,1572.29,69995,956,84,18.72
2023-07-24,CAMP-5043,TikTok,1902.06,116947,4858,292,6.51
2023-07-24,CAMP-5044,TikTok,2699.15,85021,1472,105,25.71
2023-07-24,CAMP-5045,Google Ads,4238.11,423385,19695,506,8.38
2023-07-24,CAMP-5046,Facebook,1901.42,157993,7686,288,6.6
2023-07-24,CAMP-5047,Google Ads,2231.59,73451,1964,127,17.57
2023-07-24,CAMP-5048,Facebook,1331.86,99215,4300,424,3.14
2023-07-25,CAMP-5049,LinkedIn,1842.31,153655,5472,187,9.85
2023-07-25,CAMP-5050,LinkedIn,1199.06,39120,554,43,27.89
2023-07-25,CAMP-5051,Google Ads,4094.58,409045,14938,616,6.65
2023-07-25,CAMP-5052,TikTok,3556.81,155316,5120,155,22.95
2023-07-25,CAMP-5053,Google Ads,355.06,24122,496,27,13.15
2023-07-25,CAMP-5054,Google Ads,1893.84,120830,1282,105,18.04
2023-07-25,CAMP-5055,LinkedIn,4642.23,384509,11718,817,5.68
2023-07-25,CAMP-5056,Facebook,2574.84,252480,9862,839,3.07
2023-07-25,CAMP-5057,TikTok,1316.03,116838,4311,293,4.49
2023-07-26,CAMP-5058,LinkedIn,4861.6,332116,12699,657,7.4
2023-07-26,CAMP-5059,TikTok,4597.52,401346,17007,1218,3.77
2023-07-26,CAMP-5060,TikTok,1879.03,47919,1008,72,26.1
2023-07-26,CAMP-5061,LinkedIn,3385.08,92357,3515,295,11.47
2023-07-26,CAMP-5062,LinkedIn,991.52,12415,509,23,43.11
2023-07-26,CAMP-5063,LinkedIn,2611.6,174708,4801,264,9.89
2023-07-26,CAMP-5064,TikTok,4408.44,358557,11724,403,10.94
2023-07-26,CAMP-5065,TikTok,3947.9,177461,7309,633,6.24
2023-07-26,CAMP-5066,Google Ads,2826.09,259024,5133,322,8.78
2023-07-26,CAMP-5067,Google Ads,2249.02,184552,3680,182,12.36
2023-07-27,CAMP-5068,LinkedIn,1377.79,16256,300,26,52.99
2023-07-27,CAMP-5069,Facebook,4864.86,426552,18127,836,5.82
2023-07-27,CAMP-5070,Facebook,2005.44,144115,2257,117,17.14
2023-07-27,CAMP-5071,Google Ads,2365.59,27159,853,33,71.68
2023-07-27,CAMP-5072,Facebook,519.7,34599,787,34,15.29
2023-07-27,CAMP-5073,Google Ads,1232.46,16125,199,15,82.16
2023-07-27,CAMP-5074,LinkedIn,4161.11,212437,3982,317,13.13
2023-07-27,CAMP-5075,LinkedIn,1082.79,41282,1013,87,12.45
2023-07-27,CAMP-5076,Google Ads,4612.53,184267,8482,351,13.14
2023-07-28,CAMP-5077,Facebook,2912.77,271914,8158,789,3.69
2023-07-28,CAMP-5078,Facebook,3386.69,231885,10309,293,11.56
2023-07-28,CAMP-5079,Google Ads,4610.17,95710,2916,240,19.21
2023-07-28,CAMP-5080,Google Ads,2553.05,65961,1398,94,27.16
2023-07-28,CAMP-5081,LinkedIn,3007.24,272687,2858,120,25.06
2023-07-28,CAMP-5082,Google Ads,2289.55,207619,4385,421,5.44
2023-07-28,CAMP-5083,LinkedIn,3811.35,138760,2390,223,17.09
2023-07-28,CAMP-5084,Google Ads,3422.51,181874,8987,792,4.32
2023-07-28,CAMP-5085,LinkedIn,3013.67,156184,5272,146,20.64
2023-07-28,CAMP-5086,TikTok,4180.88,204061,6800,344,12.15
2023-07-29,CAMP-5087,LinkedIn,3404.89,218064,4360,344,9.9
2023-07-29,CAMP-5088,LinkedIn,3751.72,276186,10105,787,4.77
2023-07-29,CAMP-5089,Google Ads,677.86,50749,693,26,26.07
2023-07-29,CAMP-5090,Google Ads,4836.24,224222,6766,154,31.4
2023-07-29,CAMP-5091,TikTok,2229.76,74885,3484,179,12.46
2023-07-29,CAMP-5092,LinkedIn,4092.73,102190,3135,270,15.16
2023-07-29,CAMP-5093,LinkedIn,939.25,78560,2578,107,8.78
2023-07-30,CAMP-5094,LinkedIn,3642.77,293090,3755,107,34.04
2023-07-30,CAMP-5095,Facebook,1327.18,25112,551,27,49.15
2023-07-30,CAMP-5096,Google Ads,3582.04,72443,763,55,65.13
2023-07-30,CAMP-5097,Google Ads,3375.16,74653,901,19,177.64
2023-07-30,CAMP-5098,LinkedIn,2074.27,28283,826,61,34.0
2023-07-30,CAMP-5099,TikTok,2370.3,122230,3628,231,10.26
2023-07-30,CAMP-5100,TikTok,2830.69,219191,4592,385,7.35
2023-07-30,CAMP-5101,Google Ads,2063.44,190491,3769,217,9.51
2023-07-30,CAMP-5102,LinkedIn,3658.84,245621,10811,781,4.68
2023-07-31,CAMP-5103,Facebook,2637.4,167690,6412,476,5.54
2023-07-31,CAMP-5104,Google Ads,484.96,30150,696,53,9.15
2023-07-31,CAMP-5105,LinkedIn,3868.92,323805,12607,382,10.13
2023-07-31,CAMP-5106,LinkedIn,4111.32,100412,1926,161,25.54
2023-07-31,CAMP-5107,TikTok,1042.81,55353,1178,74,14.09
2023-07-31,CAMP-5108,LinkedIn,4708.69,292246,3663,263,17.9
2023-07-31,CAMP-5109,TikTok,3125.6,128152,4782,176,17.76
2023-07-31,CAMP-5110,LinkedIn,1444.92,78894,1035,27,53.52
2023-07-31,CAMP-5111,TikTok,1198.87,60543,1836,139,8.62
2023-08-01,CAMP-5112,Google Ads,3099.28,286143,10446,647,4.79
2023-08-01,CAMP-5113,Google Ads,636.87,17704,796,38,16.76
2023-08-01,CAMP-5114,Facebook,1283.21,66023,2925,156,8.23
2023-08-01,CAMP-5115,LinkedIn,2799.99,164045,7691,397,7.05
2023-08-01,CAMP-5116,Facebook,270.45,19693,478,30,9.01
2023-08-01,CAMP-5117,TikTok,1363.62,114703,1299,118,11.56
2023-08-01,CAMP-5118,TikTok,4283.61,405943,5334,444,9.65
2023-08-01,CAMP-5119,Facebook,4236.5,214897,2153,200,21.18
2023-08-01,CAMP-5120,Facebook,578.91,33521,592,28,20.68
2023-08-01,CAMP-5121,LinkedIn,3815.61,42411,1541,102,37.41
2023-08-02,CAMP-5122,Google Ads,3564.43,245439,7728,193,18.47
2023-08-02,CAMP-5123,Google Ads,4143.62,294236,7968,258,16.06
2023-08-02,CAMP-5124,LinkedIn,186.82,10527,435,41,4.56
2023-08-02,CAMP-5125,TikTok,3841.41,195752,9192,807,4.76
2023-08-02,CAMP-5126,Google Ads,3659.99,303524,14000,754,4.85
2023-08-02,CAMP-5127,LinkedIn,4706.03,378765,14939,1145,4.11
2023-08-02,CAMP-5128,Facebook,501.5,17087,851,43,11.66
2023-08-02,CAMP-5129,Facebook,3063.78,149814,4029,398,7.7
2023-08-02,CAMP-5130,Google Ads,4556.28,175444,2927,268,17.0
2023-08-03,CAMP-5131,LinkedIn,534.02,19495,962,60,8.9
2023-08-03,CAMP-5132,LinkedIn,152.54,7914,196,7,21.79
2023-08-03,CAMP-5133,LinkedIn,2981.84,214236,3258,88,33.88
2023-08-03,CAMP-5134,Google Ads,4238.25,289841,6054,551,7.69
2023-08-03,CAMP-5135,TikTok,4506.06,267777,11541,977,4.61
2023-08-03,CAMP-5136,Google Ads,3700.01,232615,9787,577,6.41
2023-08-03,CAMP-5137,TikTok,2930.05,205146,2434,76,38.55
2023-08-03,CAMP-5138,Google Ads,2620.61,129637,4275,343,7.64
2023-08-03,CAMP-5139,Facebook,2225.18,211808,2750,83,26.81
2023-08-03,CAMP-5140,Google Ads,4121.74,331420,3956,217,18.99
2023-08-03,CAMP-5141,TikTok,3505.95,322703,8139,714,4.91
2023-08-04,CAMP-5142,LinkedIn,369.6,16698,529,45,8.21
2023-08-04,CAMP-5143,LinkedIn,3392.15,148290,6293,535,6.34
2023-08-04,CAMP-5144,TikTok,1282.71,127247,3356,276,4.65
2023-08-04,CAMP-5145,TikTok,2537.19,117613,3613,306,8.29
2023-08-04,CAMP-5146,Facebook,1896.48,163442,6541,141,13.45
2023-08-04,CAMP-5147,Google Ads,1895.47,117510,4192,253,7.49
2023-08-04,CAMP-5148,Google Ads,947.54,89522,1046,57,16.62
2023-08-04,CAMP-5149,LinkedIn,2789.65,98805,3613,224,12.45
2023-08-04,CAMP-5150,Google Ads,4193.49,346865,3936,173,24.24
2023-08-04,CAMP-5151,Google Ads,1875.34,161042,2754,152,12.34
2023-08-04,CAMP-5152,Facebook,2457.62,110286,3979,168,14.63
2023-08-05,CAMP-5153,TikTok,1574.07,130088,5039,285,5.52
2023-08-05,CAMP-5154,TikTok,306.7,25657,1196,117,2.62
2023-08-05,CAMP-5155,TikTok,225.84,22538,891,53,4.26
2023-08-05,CAMP-5156,LinkedIn,801.33,16181,420,17,47.14
2023-08-05,CAMP-5157,TikTok,715.74,64942,1706,126,5.68
2023-08-05,CAMP-5158,TikTok,3936.12,221243,8202,541,7.28
2023-08-05,CAMP-5159,Google Ads,1521.66,67981,2557,109,13.96
2023-08-05,CAMP-5160,Facebook,2435.88,212712,4356,147,16.57
2023-08-05,CAMP-5161,TikTok,3769.18,355405,13535,559,6.74
2023-08-05,CAMP-5162,Facebook,354.37,8630,175,4,88.59
2023-08-06,CAMP-5163,TikTok,4860.81,87181,4329,359,13.54
2023-08-06,CAMP-5164,Facebook,865.36,74795,3149,184,4.7
2023-08-06,CAMP-5165,Facebook,4761.81,343894,14317,971,4.9
2023-08-06,CAMP-5166,Google Ads,2799.14,53026,538,10,279.91
2023-08-06,CAMP-5167,Google Ads,3960.51,354095,16702,1095,3.62
2023-08-06,CAMP-5168,LinkedIn,1569.82,25518,765,36,43.61
2023-08-06,CAMP-5169,Facebook,2238.37,219680,3469,308,7.27
2023-08-06,CAMP-5170,LinkedIn,4453.61,410516,7770,372,11.97
2023-08-06,CAMP-5171,LinkedIn,4070.61,346068,15973,1411,2.88
2023-08-07,CAMP-5172,TikTok,347.51,29608,1201,106,3.28
2023-08-07,CAMP-5173,LinkedIn,1443.57,29895,877,49,29.46
2023-08-07,CAMP-5174,Facebook,1101.77,65848,2642,225,4.9
2023-08-07,CAMP-5175,Facebook,988.49,96383,2094,115,8.6
2023-08-07,CAMP-5176,TikTok,3474.55,309404,15467,744,4.67
2023-08-07,CAMP-5177,Facebook,2644.54,193688,3518,222,11.91
2023-08-07,CAMP-5178,LinkedIn,2206.78,81318,3971,84,26.27
2023-08-07,CAMP-5179,TikTok,2760.81,100502,2030,146,18.91
2023-08-07,CAMP-5180,TikTok,544.41,24392,1168,53,10.27
2023-08-07,CAMP-5181,Google Ads,3045.98,168642,6182,137,22.23
2023-08-07,CAMP-5182,TikTok,1192.97,42733,1325,85,14.03
2023-08-07,CAMP-5183,Google Ads,369.24,36822,1452,126,2.93
2023-08-08,CAMP-5184,Facebook,4874.57,117127,1948,129,37.79
2023-08-08,CAMP-5185,Google Ads,336.67,8994,194,6,56.11
2023-08-08,CAMP-5186,LinkedIn,4107.86,296647,5548,131,31.36
2023-08-08,CAMP-5187,LinkedIn,105.3,9533,397,28,3.76
2023-08-08,CAMP-5188,Facebook,4887.82,382096,11864,547,8.94
2023-08-08,CAMP-5189,LinkedIn,2687.65,80233,2018,159,16.9
2023-08-08,CAMP-5190,LinkedIn,2117.28,127383,4370,350,6.05
2023-08-08,CAMP-5191,Google Ads,2222.66,86821,3093,86,25.84
2023-08-08,CAMP-5192,Google Ads,2646.22,218160,6555,567,4.67
2023-08-08,CAMP-5193,LinkedIn,4678.64,276489,7292,229,20.43
2023-08-09,CAMP-5194,TikTok,3150.1,70852,2570,130,24.23
2023-08-09,CAMP-5195,LinkedIn,1328.69,20123,519,10,132.87
2023-08-09,CAMP-5196,Facebook,2067.38,145458,6024,175,11.81
2023-08-09,CAMP-5197,TikTok,4382.56,72291,1312,63,69.56
2023-08-09,CAMP-5198,TikTok,4413.92,175496,8628,408,10.82
2023-08-09,CAMP-5199,LinkedIn,4494.51,49562,1244,122,36.84
2023-08-09,CAMP-5200,Google Ads,1722.77,103835,4341,429,4.02
2023-08-10,CAMP-5201,TikTok,1730.94,86417,1216,25,69.24
2023-08-10,CAMP-5202,Google Ads,1591.46,60842,2463,198,8.04
2023-08-10,CAMP-5203,Google Ads,357.46,28878,1207,34,10.51
2023-08-10,CAMP-5204,Facebook,3052.49,121791,4601,123,24.82
2023-08-10,CAMP-5205,Google Ads,2470.6,173687,3786,184,13.43
2023-08-10,CAMP-5206,TikTok,487.77,36614,949,65,7.5
2023-08-10,CAMP-5207,Facebook,1188.75,105609,4243,213,5.58
2023-08-10,CAMP-5208,LinkedIn,160.44,8176,228,8,20.05
2023-08-10,CAMP-5209,Facebook,268.54,12607,541,12,22.38
2023-08-10,CAMP-5210,TikTok,4105.69,68637,1573,100,41.06
2023-08-11,CAMP-5211,TikTok,3765.51,225367,5413,131,28.74
2023-08-11,CAMP-5212,Facebook,158.03,4606,170,14,11.29
2023-08-11,CAMP-5213,Google Ads,4105.77,367069,7590,575,7.14
2023-08-11,CAMP-5214,Google Ads,1950.03,74361,2990,270,7.22
2023-08-11,CAMP-5215,Google Ads,3836.94,357869,4332,254,15.11
2023-08-11,CAMP-5216,TikTok,2913.12,157704,5126,335,8.7
2023-08-11,CAMP-5217,LinkedIn,4053.16,350506,14612,1271,3.19
2023-08-11,CAMP-5218,TikTok,4732.86,399505,19941,1118,4.23
2023-08-11,CAMP-5219,TikTok,1901.43,73670,1474,102,18.64
2023-08-12,CAMP-5220,TikTok,3340.14,154836,4579,218,15.32
2023-08-12,CAMP-5221,Google Ads,2545.74,70738,2691,76,33.5
2023-08-12,CAMP-5222,Google Ads,3559.42,190132,8962,470,7.57
2023-08-12,CAMP-5223,LinkedIn,4667.25,285796,7139,242,19.29
2023-08-12,CAMP-5224,Facebook,1060.12,102169,2989,125,8.48
2023-08-12,CAMP-5225,LinkedIn,3314.54,188837,8977,498,6.66
2023-08-12,CAMP-5226,LinkedIn,963.89,31602,895,27,35.7
2023-08-12,CAMP-5227,Facebook,2000.44,72432,1579,58,34.49
2023-08-13,CAMP-5228,TikTok,2718.35,161070,6478,303,8.97
2023-08-13,CAMP-5229,Google Ads,2647.94,212607,4469,295,8.98
2023-08-13,CAMP-5230,Google Ads,3785.0,364387,12379,597,6.34
2023-08-13,CAMP-5231,TikTok,3649.44,284994,13722,540,6.76
2023-08-13,CAMP-5232,Google Ads,4284.01,219030,2752,125,34.27
2023-08-13,CAMP-5233,Google Ads,2612.94,187513,7050,228,11.46
2023-08-13,CAMP-5234,TikTok,1537.26,65712,2956,167,9.21
2023-08-13,CAMP-5235,Google Ads,1701.09,152055,7499,413,4.12
2023-08-14,CAMP-5236,LinkedIn,3284.48,254683,2611,132,24.88
2023-08-14,CAMP-5237,TikTok,4784.3,210877,9607,769,6.22
2023-08-14,CAMP-5238,Google Ads,3896.76,238428,10997,862,4.52
2023-08-14,CAMP-5239,TikTok,2480.3,57780,1922,111,22.35
2023-08-14,CAMP-5240,Google Ads,1557.48,110220,5345,202,7.71
2023-08-14,CAMP-5241,TikTok,4215.28,367106,5589,558,7.55
2023-08-14,CAMP-5242,Facebook,4170.79,261111,11622,662,6.3
2023-08-14,CAMP-5243,TikTok,3004.32,122703,5568,490,6.13
2023-08-14,CAMP-5244,Facebook,1509.65,29089,1132,26,58.06
2023-08-14,CAMP-5245,TikTok,2557.51,219985,8324,597,4.28
2023-08-15,CAMP-5246,LinkedIn,3951.38,357370,9957,585,6.75
2023-08-15,CAMP-5247,Google Ads,4901.17,485233,18846,1817,2.7
2023-08-15,CAMP-5248,TikTok,1201.57,40345,916,47,25.57
2023-08-15,CAMP-5249,TikTok,1122.32,93472,2816,246,4.56
2023-08-15,CAMP-5250,Facebook,1263.21,42012,2032,97,13.02
2023-08-15,CAMP-5251,Google Ads,3242.63,301119,10840,243,13.34
2023-08-15,CAMP-5252,Facebook,3089.1,234550,8193,621,4.97
2023-08-15,CAMP-5253,Facebook,4842.42,354946,12368,892,5.43
2023-08-15,CAMP-5254,LinkedIn,764.72,14278,294,8,95.59
2023-08-15,CAMP-5255,Facebook,3580.81,261512,5765,282,12.7
2023-08-16,CAMP-5256,Facebook,207.23,12126,342,22,9.42
2023-08-16,CAMP-5257,Facebook,2174.52,201539,5125,390,5.58
2023-08-16,CAMP-5258,Facebook,2458.99,115067,3574,263,9.35
2023-08-16,CAMP-5259,Facebook,4472.69,236222,8000,734,6.09
2023-08-16,CAMP-5260,LinkedIn,3744.54,189100,5119,170,22.03
2023-08-16,CAMP-5261,Facebook,2668.99,211934,2711,63,42.36
2023-08-16,CAMP-5262,Google Ads,245.04,22088,708,22,11.14
2023-08-16,CAMP-5263,LinkedIn,1391.93,124721,2962,201,6.93
2023-08-16,CAMP-5264,Google Ads,3759.0,375398,10545,522,7.2
2023-08-17,CAMP-5265,LinkedIn,1125.43,33079,425,36,31.26
2023-08-17,CAMP-5266,Facebook,3177.78,42304,1125,93,34.17
2023-08-17,CAMP-5267,LinkedIn,3054.32,284674,4613,409,7.47
2023-08-17,CAMP-5268,Facebook,1090.82,33685,532,19,57.41
2023-08-17,CAMP-5269,TikTok,791.7,60500,2308,102,7.76
2023-08-17,CAMP-5270,TikTok,2149.77,174934,8322,225,9.55
2023-08-17,CAMP-5271,Google Ads,1084.15,19852,342,32,33.88
2023-08-17,CAMP-5272,Google Ads,275.19,8332,217,14,19.66
2023-08-17,CAMP-5273,Google Ads,3636.05,77814,3414,156,23.31
2023-08-18,CAMP-5274,Google Ads,477.24,25461,280,6,79.54
2023-08-18,CAMP-5275,Google Ads,215.95,5733,58,2,107.97
2023-08-18,CAMP-5276,Google Ads,2589.08,251566,9177,195,13.28
2023-08-18,CAMP-5277,TikTok,577.37,31555,1234,56,10.31
2023-08-18,CAMP-5278,LinkedIn,4322.35,212211,4412,430,10.05
2023-08-18,CAMP-5279,Google Ads,4017.22,249431,8422,590,6.81
2023-08-18,CAMP-5280,TikTok,1078.41,37767,1719,151,7.14
2023-08-18,CAMP-5281,TikTok,1684.88,20079,583,49,34.39
2023-08-18,CAMP-5282,Google Ads,789.97,15228,250,23,34.35
2023-08-19,CAMP-5283,Google Ads,4344.33,238761,7481,662,6.56
2023-08-19,CAMP-5284,LinkedIn,1459.37,18819,479,41,35.59
2023-08-19,CAMP-5285,Google Ads,1942.23,36758,443,10,194.22
2023-08-19,CAMP-5286,LinkedIn,3198.96,148060,6148,600,5.33
2023-08-19,CAMP-5287,LinkedIn,4528.1,365308,4225,187,24.21
2023-08-19,CAMP-5288,Facebook,930.51,86282,2326,178,5.23
2023-08-19,CAMP-5289,Google Ads,525.4,22074,528,46,11.42
2023-08-20,CAMP-5290,Facebook,2512.56,194054,2541,174,14.44
2023-08-20,CAMP-5291,Facebook,3992.01,117767,4202,211,18.92
2023-08-20,CAMP-5292,TikTok,4628.16,406179,16626,1615,2.87
2023-08-20,CAMP-5293,Google Ads,3538.85,339600,3585,238,14.87
2023-08-20,CAMP-5294,TikTok,4326.97,117766,1503,103,42.01
2023-08-20,CAMP-5295,TikTok,3088.77,68910,3140,178,17.35
2023-08-20,CAMP-5296,TikTok,800.1,19315,934,52,15.39
2023-08-20,CAMP-5297,LinkedIn,3810.43,171988,8336,209,18.23
2023-08-20,CAMP-5298,Google Ads,4868.42,217258,3932,374,13.02
2023-08-21,CAMP-5299,LinkedIn,437.6,37474,778,43,10.18
2023-08-21,CAMP-5300,LinkedIn,4850.25,299297,13684,889,5.46
2023-08-21,CAMP-5301,Google Ads,1900.32,73253,1000,38,50.01
2023-08-21,CAMP-5302,TikTok,2487.51,135324,6428,372,6.69
2023-08-21,CAMP-5303,Google Ads,3368.39,206231,3738,229,14.71
2023-08-21,CAMP-5304,TikTok,910.26,18058,559,32,28.45
2023-08-21,CAMP-5305,LinkedIn,1206.23,49865,1269,125,9.65
2023-08-21,CAMP-5306,LinkedIn,1741.8,63435,1462,124,14.05
2023-08-21,CAMP-5307,LinkedIn,4959.05,400539,8828,198,25.05
2023-08-21,CAMP-5308,Facebook,722.52,11332,221,21,34.41
2023-08-21,CAMP-5309,TikTok,522.32,43074,912,71,7.36
2023-08-21,CAMP-5310,LinkedIn,4262.17,108077,3216,132,32.29
2023-08-22,CAMP-5311,LinkedIn,1202.07,42133,749,54,22.26
2023-08-22,CAMP-5312,LinkedIn,2054.95,126440,4467,430,4.78
2023-08-22,CAMP-5313,Facebook,2316.21,66800,2113,61,37.97
2023-08-22,CAMP-5314,Facebook,928.82,13911,609,55,16.89
2023-08-22,CAMP-5315,LinkedIn,3768.53,158836,5610,444,8.49
2023-08-22,CAMP-5316,LinkedIn,4320.95,302872,6364,211,20.48
2023-08-22,CAMP-5317,Facebook,2784.49,39825,1425,131,21.26
2023-08-22,CAMP-5318,Facebook,712.52,68423,2029,75,9.5
2023-08-22,CAMP-5319,LinkedIn,3537.57,350138,14853,660,5.36
2023-08-22,CAMP-5320,Facebook,4301.16,331092,7890,329,13.07
2023-08-22,CAMP-5321,TikTok,2531.94,164341,7469,367,6.9
2023-08-22,CAMP-5322,Facebook,2624.36,246877,6084,373,7.04
2023-08-22,CAMP-5323,TikTok,1791.97,133925,4998,440,4.07
2023-08-23,CAMP-5324,TikTok,4277.82,66823,1235,108,39.61
2023-08-23,CAMP-5325,Google Ads,4874.99,399413,6280,546,8.93
2023-08-23,CAMP-5326,Facebook,2801.88,220531,5137,370,7.57
2023-08-23,CAMP-5327,Google Ads,449.07,42006,668,52,8.64
2023-08-23,CAMP-5328,TikTok,1533.84,32000,972,73,21.01
2023-08-23,CAMP-5329,Google Ads,1806.05,72031,1952,94,19.21
2023-08-23,CAMP-5330,Google Ads,3245.24,51560,1299,118,27.5
2023-08-23,CAMP-5331,TikTok,3290.24,276761,11748,971,3.39
2023-08-23,CAMP-5332,TikTok,1375.38,117136,5086,397,3.46
2023-08-23,CAMP-5333,TikTok,3426.43,294689,7661,453,7.56
2023-08-24,CAMP-5334,TikTok,274.73,17531,230,5,54.95
2023-08-24,CAMP-5335,TikTok,2226.83,56344,617,41,54.31
2023-08-24,CAMP-5336,TikTok,4169.1,46136,493,32,130.28
2023-08-24,CAMP-5337,LinkedIn,4044.69,382009,6718,365,11.08
2023-08-24,CAMP-5338,Facebook,4694.38,357126,10088,517,9.08
2023-08-24,CAMP-5339,Google Ads,1048.41,10557,234,19,55.18
2023-08-24,CAMP-5340,Google Ads,442.87,38140,1021,48,9.23
2023-08-25,CAMP-5341,LinkedIn,3552.09,135312,4288,194,18.31
2023-08-25,CAMP-5342,LinkedIn,4292.47,62856,695,62,69.23
2023-08-25,CAMP-5343,LinkedIn,55.27,5248,219,14,3.95
2023-08-25,CAMP-5344,LinkedIn,851.65,50833,1244,46,18.51
2023-08-25,CAMP-5345,Facebook,221.06,16532,663,64,3.45
2023-08-25,CAMP-5346,LinkedIn,3409.07,96773,1343,51,66.84
2023-08-25,CAMP-5347,Google Ads,2243.99,128083,4760,105,21.37
2023-08-25,CAMP-5348,Google Ads,1567.23,33808,890,17,92.19
2023-08-26,CAMP-5349,TikTok,1036.61,103036,2107,145,7.15
2023-08-26,CAMP-5350,LinkedIn,1140.04,63551,1359,130,8.77
2023-08-26,CAMP-5351,LinkedIn,169.74,8032,105,8,21.22
2023-08-26,CAMP-5352,TikTok,813.84,13542,604,23,35.38
2023-08-26,CAMP-5353,TikTok,413.77,25164,564,12,34.48
2023-08-26,CAMP-5354,Facebook,1461.84,65174,3100,294,4.97
2023-08-26,CAMP-5355,TikTok,4650.96,297171,13873,522,8.91
2023-08-26,CAMP-5356,LinkedIn,2223.31,165988,6297,527,4.22
2023-08-26,CAMP-5357,LinkedIn,4882.59,200329,7030,149,32.77
2023-08-26,CAMP-5358,Google Ads,662.98,19217,718,31,21.39
2023-08-26,CAMP-5359,Facebook,3714.15,311469,10058,698,5.32
2023-08-26,CAMP-5360,TikTok,2199.76,28369,829,27,81.47
2023-08-27,CAMP-5361,LinkedIn,2467.79,56827,684,57,43.29
2023-08-27,CAMP-5362,Google Ads,1413.39,115862,1357,87,16.25
2023-08-27,CAMP-5363,TikTok,1649.21,48342,1276,28,58.9
2023-08-27,CAMP-5364,Facebook,508.09,19891,697,35,14.52
2023-08-27,CAMP-5365,Facebook,4313.54,399559,6283,453,9.52
2023-08-27,CAMP-5366,Facebook,3952.0,156469,5213,107,36.93
2023-08-27,CAMP-5367,Facebook,459.55,27608,1365,132,3.48
2023-08-27,CAMP-5368,Google Ads,3641.68,216760,8739,458,7.95
2023-08-27,CAMP-5369,LinkedIn,2744.61,51432,1700,134,20.48
2023-08-28,CAMP-5370,Google Ads,4453.63,121391,2825,274,16.25
2023-08-28,CAMP-5371,Facebook,4474.85,395224,17709,786,5.69
2023-08-28,CAMP-5372,Google Ads,2346.05,42347,1501,49,47.88
2023-08-28,CAMP-5373,LinkedIn,1314.97,123110,3193,209,6.29
2023-08-28,CAMP-5374,Facebook,2203.05,180938,8013,243,9.07
