date,ticker,open_price,high,low,close_price,volume
2024-12-06,AAPL,180.99,182.25,177.88,179.02,24525540
2024-12-09,AAPL,179.67,181.84,178.9,180.13,25848477
2024-12-10,AAPL,180.95,182.79,178.81,179.41,4835159
2024-12-11,AAPL,178.52,180.68,174.86,176.97,5507433
2024-12-12,AAPL,177.07,179.27,176.51,177.93,12519985
2024-12-13,AAPL,177.04,178.34,176.53,178.14,10619158
2024-12-16,AAPL,179.2,180.91,177.02,178.93,11827837
2024-12-17,AAPL,178.1,181.1,176.93,178.37,19820504
2024-12-18,AAPL,178.28,180.34,173.03,174.86,12286205
2024-12-19,AAPL,173.67,175.16,171.38,173.19,25598266
2024-12-20,AAPL,171.57,174.41,168.08,170.66,32754424
2024-12-23,AAPL,172.18,173.49,166.35,168.51,35120055
2024-12-24,AAPL,170.16,174.72,169.45,171.84,29031493
2024-12-25,AAPL,171.15,173.42,166.83,170.12,10963683
2024-12-26,AAPL,168.94,171.49,168.6,169.65,10996719
2024-12-27,AAPL,170.25,172.94,165.55,167.17,31003216
2024-12-30,AAPL,167.93,168.77,165.68,166.89,17931388
2024-12-31,AAPL,165.45,168.12,162.26,166.55,20930349
2025-01-01,AAPL,168.02,168.61,166.6,168.48,20762639
2025-01-02,AAPL,170.08,173.43,166.7,170.94,48993241
2025-01-03,AAPL,171.19,172.55,169.04,170.33,18628344
2025-01-06,AAPL,168.73,172.57,166.85,169.6,33510277
2025-01-07,AAPL,168.66,172.98,165.32,171.61,45285875
2025-01-08,AAPL,171.61,173.94,168.24,169.16,26763048
2025-01-09,AAPL,170.21,172.58,168.85,169.3,38720468
2025-01-10,AAPL,168.45,170.52,166.67,168.26,19756552
2025-01-13,AAPL,166.73,167.93,163.14,165.35,49999687
2025-01-14,AAPL,165.58,167.02,162.95,164.57,48655802
2025-01-15,AAPL,163.3,166.01,163.17,163.49,8450050
2025-01-16,AAPL,162.2,164.72,160.8,161.25,38118300
2025-01-17,AAPL,162.58,163.9,161.54,163.79,20816607
2025-01-20,AAPL,164.34,167.4,163.25,163.87,7415470
2025-01-21,AAPL,162.99,163.43,160.54,161.54,44566484
2025-01-22,AAPL,161.66,163.11,158.44,163.09,40555439
2025-01-23,AAPL,161.86,165.2,161.56,163.44,18901601
2025-01-24,AAPL,164.86,167.08,161.74,162.28,42644416
2025-01-27,AAPL,161.04,163.88,159.87,160.41,12733723
2025-01-28,AAPL,161.67,164.4,158.55,161.02,35730961
2025-01-29,AAPL,160.08,163.2,157.98,159.28,35853611
2025-01-30,AAPL,160.68,166.45,160.21,163.83,9316086
2025-01-31,AAPL,165.24,167.71,163.89,165.85,13277732
2025-02-03,AAPL,166.83,167.14,164.14,166.1,30501143
2025-02-04,AAPL,165.89,168.34,163.62,165.86,1969128
2025-02-05,AAPL,166.54,169.09,163.81,167.89,10624856
2025-02-06,AAPL,167.73,168.09,162.79,165.03,13999480
2025-02-07,AAPL,166.22,166.45,161.43,163.39,22627591
2025-02-10,AAPL,163.09,165.23,160.84,162.4,20204338
2025-02-11,AAPL,162.1,164.72,160.2,162.09,11420980
2025-02-12,AAPL,163.21,166.01,161.52,162.78,27333236
2025-02-13,AAPL,161.59,163.63,158.4,161.34,11099018
2025-02-14,AAPL,162.65,164.3,162.07,162.09,46381068
2025-02-17,AAPL,161.74,168.29,160.48,165.08,8451057
2025-02-18,AAPL,166.27,173.31,163.42,170.91,11393169
2025-02-19,AAPL,172.37,178.72,169.73,175.45,1057198
2025-02-20,AAPL,176.4,179.9,173.99,176.78,2239412
2025-02-21,AAPL,175.21,177.64,174.6,176.97,14904213
2025-02-24,AAPL,178.26,182.23,175.16,179.22,26077332
2025-02-25,AAPL,177.51,181.23,175.11,179.31,28007789
2025-02-26,AAPL,179.93,181.37,177.69,178.5,49630120
2025-02-27,AAPL,178.6,184.36,177.65,181.79,34784056
2025-02-28,AAPL,182.78,185.15,177.4,179.84,11762292
2025-03-03,AAPL,180.14,181.42,174.09,177.3,21430418
2025-03-04,AAPL,175.7,177.47,172.83,175.12,39336222
2025-03-05,AAPL,176.04,176.34,173.7,175.59,40188725
2025-03-06,AAPL,174.52,176.15,173.64,175.08,5906026
2025-03-07,AAPL,174.16,177.68,173.07,174.72,49563212
2025-03-10,AAPL,174.85,180.7,174.59,178.56,14287753
2025-03-11,AAPL,180.03,182.53,178.21,178.97,20390887
2025-03-12,AAPL,178.91,183.44,175.45,181.77,42899006
2025-03-13,AAPL,180.97,182.46,177.06,177.11,40449180
2025-03-14,AAPL,177.8,181.27,175.57,177.55,32807109
2025-03-17,AAPL,178.61,181.23,173.56,176.75,3882830
2025-03-18,AAPL,177.32,180.75,172.03,175.1,9407518
2025-03-19,AAPL,174.31,177.27,170.74,172.78,36430745
2025-03-20,AAPL,173.52,175.62,172.87,174.73,15288323
2025-03-21,AAPL,174.8,177.91,173.86,177.32,16124940
2025-03-24,AAPL,177.55,181.42,174.07,179.46,27452521
2025-03-25,AAPL,179.43,181.8,178.33,181.73,37726862
2025-03-26,AAPL,180.55,183.42,179.42,181.32,26008418
2025-03-27,AAPL,181.09,186.78,179.43,184.7,47217261
2025-03-28,AAPL,182.93,185.24,179.39,180.68,34670089
2025-03-31,AAPL,182.02,186.65,180.6,186.33,11776221
2025-04-01,AAPL,187.1,189.37,186.64,187.72,36363534
2025-04-02,AAPL,186.28,190.59,184.98,189.36,26672336
2025-04-03,AAPL,189.93,191.59,188.45,190.92,20328282
2025-04-04,AAPL,190.07,194.17,189.63,192.38,12172418
2025-04-07,AAPL,193.84,196.49,189.82,191.9,22356774
2025-04-08,AAPL,192.29,194.88,188.47,192.7,23826183
2025-04-09,AAPL,193.74,198.4,191.47,195.47,1538735
2025-04-10,AAPL,197.22,197.54,190.64,194.43,13233122
2025-04-11,AAPL,195.69,198.01,194.32,196.24,35006860
2025-04-14,AAPL,195.34,197.41,192.1,194.56,43405656
2025-04-15,AAPL,193.38,194.56,189.41,189.55,33799407
2025-04-16,AAPL,188.19,190.1,186.04,189.29,24070039
2025-04-17,AAPL,188.86,193.91,187.7,190.71,4488887
2025-04-18,AAPL,191.25,194.95,190.23,192.59,45873657
2025-04-21,AAPL,193.9,195.78,187.43,191.11,49611475
2025-04-22,AAPL,192.41,194.6,188.42,189.58,47047184
2025-04-23,AAPL,190.84,192.71,189.63,190.83,43965703
2025-04-24,AAPL,191.63,193.45,189.23,189.77,30883983
2025-04-25,AAPL,190.0,190.6,186.28,188.38,8415195
2025-04-28,AAPL,189.26,193.16,185.89,189.69,26123331
2025-04-29,AAPL,189.51,193.44,188.71,190.26,40583251
2025-04-30,AAPL,192.1,193.99,189.54,192.64,49018801
2025-05-01,AAPL,191.28,194.11,190.1,190.72,48772440
2025-05-02,AAPL,191.55,193.26,190.1,192.59,4056884
2025-05-05,AAPL,194.14,200.69,190.65,197.41,30560744
2025-05-06,AAPL,199.16,199.71,196.13,198.35,10713217
2025-05-07,AAPL,200.24,202.74,194.48,196.05,28273696
2025-05-08,AAPL,195.78,199.94,193.3,196.49,24105805
2025-05-09,AAPL,194.56,195.82,190.98,195.1,25373662
2025-05-12,AAPL,194.03,197.83,192.94,195.29,47130265
2025-05-13,AAPL,194.82,199.14,193.89,198.73,2863680
2025-05-14,AAPL,200.25,203.48,196.42,200.02,10287426
2025-05-15,AAPL,198.03,200.67,196.53,199.27,30465927
2025-05-16,AAPL,198.36,198.99,196.94,198.02,22896094
2025-05-19,AAPL,197.13,198.32,194.04,194.97,2374261
2025-05-20,AAPL,194.45,199.0,191.41,195.26,32849131
2025-05-21,AAPL,193.35,195.25,191.57,194.39,43312169
2025-05-22,AAPL,195.36,199.22,193.1,195.18,46346791
2025-05-23,AAPL,195.22,198.14,193.46,194.79,3776900
2025-05-26,AAPL,193.6,195.4,192.07,193.82,45119451
2025-05-27,AAPL,195.53,196.49,194.53,196.21,11222640
2025-05-28,AAPL,197.91,202.15,194.9,199.66,33386504
2025-05-29,AAPL,200.01,203.68,197.03,202.42,26285872
2025-05-30,AAPL,201.02,204.07,193.75,196.91,8012090
2025-06-02,AAPL,195.49,195.9,193.54,194.93,6126238
2025-06-03,AAPL,196.36,198.08,192.72,196.41,31331687
2025-06-04,AAPL,195.84,200.91,192.63,198.82,27440290
2025-06-05,AAPL,197.86,201.59,191.49,194.04,4743697
2025-06-06,AAPL,194.73,200.43,193.08,197.43,33567820
2025-06-09,AAPL,196.39,196.76,191.69,194.46,1672521
2025-06-10,AAPL,194.52,195.09,190.28,191.58,41758208
2025-06-11,AAPL,193.46,196.47,187.37,191.15,15698735
2025-06-12,AAPL,192.61,196.07,188.71,191.15,24812074
2025-06-13,AAPL,192.2,193.55,190.99,191.41,8148483
2025-06-16,AAPL,190.14,190.48,186.7,189.94,22984138
2025-06-17,AAPL,189.31,190.5,188.15,189.55,8924036
2025-06-18,AAPL,189.49,192.6,184.76,186.66,28531027
2025-06-19,AAPL,187.08,189.36,184.06,185.52,15778097
2025-06-20,AAPL,186.54,189.91,181.65,184.28,25961635
2025-06-23,AAPL,183.22,187.33,181.72,184.36,16266637
2025-06-24,AAPL,184.03,188.39,180.6,184.95,28103252
2025-06-25,AAPL,185.39,190.76,184.01,189.18,13537104
2025-06-26,AAPL,189.13,195.14,185.91,192.12,31454591
2025-06-27,AAPL,193.62,193.89,188.6,188.9,10822215
2025-06-30,AAPL,188.6,191.69,187.08,191.1,33974221
2025-07-01,AAPL,192.79,195.33,186.09,189.62,10820088
2025-07-02,AAPL,190.43,193.97,189.48,191.8,31296975
2025-07-03,AAPL,191.42,191.72,188.76,191.33,37483631
2025-07-04,AAPL,189.77,197.22,187.51,193.72,28751618
2025-07-07,AAPL,194.49,195.34,191.46,193.88,48932015
2025-07-08,AAPL,195.0,199.63,191.99,196.11,12363882
2025-07-09,AAPL,195.74,199.36,193.84,195.73,6248809
2025-07-10,AAPL,194.13,198.21,193.19,197.17,30157127
2025-07-11,AAPL,199.12,201.95,198.15,199.03,40365670
2025-07-14,AAPL,200.45,204.94,197.8,201.86,26263812
2025-07-15,AAPL,199.99,201.56,198.83,200.21,35138955
2025-07-16,AAPL,199.5,201.0,194.59,198.51,15308534
2025-07-17,AAPL,198.3,200.02,195.35,196.22,36419557
2025-07-18,AAPL,195.15,196.53,192.47,193.55,14702158
2025-07-21,AAPL,191.93,194.39,190.69,192.37,5409233
2025-07-22,AAPL,192.06,194.52,189.67,190.61,34027780
2025-07-23,AAPL,192.03,194.09,189.59,190.59,26199881
2025-07-24,AAPL,189.63,194.01,187.12,191.27,40534441
2025-07-25,AAPL,190.13,195.39,187.58,191.66,15471790
2025-07-28,AAPL,192.58,193.38,191.07,192.82,32416483
2025-07-29,AAPL,191.67,192.13,187.92,191.69,22910858
2025-07-30,AAPL,191.95,192.93,188.3,188.83,19719368
2025-07-31,AAPL,189.66,191.9,185.95,190.34,44705687
2025-08-01,AAPL,188.78,191.54,186.97,190.55,33429243
2025-08-04,AAPL,191.64,199.18,188.85,195.88,2320859
2025-08-05,AAPL,196.84,202.06,194.18,198.11,36958952
2025-08-06,AAPL,199.31,202.71,197.52,200.71,4069450
2025-08-07,AAPL,200.47,201.23,199.7,200.4,35009329
2025-08-08,AAPL,202.2,203.1,200.15,200.41,22023522
2025-08-11,AAPL,199.86,201.86,199.06,201.4,23784008
2025-08-12,AAPL,201.42,202.67,199.05,202.15,12690230
2025-08-13,AAPL,200.97,205.18,200.24,203.28,43779545
2025-08-14,AAPL,205.03,210.34,203.35,206.61,5584723
2025-08-15,AAPL,207.85,213.36,205.84,210.88,28080648
2025-08-18,AAPL,210.4,214.47,209.55,211.37,16502396
2025-08-19,AAPL,213.01,218.14,210.85,214.03,46405479
2025-08-20,AAPL,212.16,215.12,210.96,211.58,35097604
2025-08-21,AAPL,212.11,214.13,209.53,213.13,16020183
2025-08-22,AAPL,213.1,215.04,212.09,212.73,38668035
2025-08-25,AAPL,214.17,215.42,210.35,213.87,15282019
2025-08-26,AAPL,214.89,217.72,214.41,215.83,27849384
2025-08-27,AAPL,216.35,220.02,214.34,219.54,24802009
2025-08-28,AAPL,220.59,225.02,218.98,220.83,44510524
2025-08-29,AAPL,219.21,221.65,218.17,219.02,49484188
2025-09-01,AAPL,217.64,220.81,215.24,217.81,42352874
2025-09-02,AAPL,218.67,219.94,214.53,219.6,43056864
2025-09-03,AAPL,217.6,220.58,215.01,216.48,31314958
2025-09-04,AAPL,215.05,215.91,211.97,215.27,7323016
2025-09-05,AAPL,216.66,217.46,215.12,216.11,32786788
2025-09-08,AAPL,214.36,217.26,212.71,214.57,27342428
2025-09-09,AAPL,215.48,220.48,213.39,219.53,16864034
2025-09-10,AAPL,221.55,228.87,219.07,224.55,21535615
2025-09-11,AAPL,222.4,226.25,220.29,226.06,20497993
2025-09-12,AAPL,225.92,230.69,224.35,228.34,32784837
2025-09-15,AAPL,230.44,234.3,227.98,228.13,43317990
2025-09-16,AAPL,228.96,232.55,228.26,230.24,2961565
2025-09-17,AAPL,228.45,230.76,225.28,225.48,26006283
2025-09-18,AAPL,226.31,230.66,222.94,223.54,47346623
2025-09-19,AAPL,222.09,225.49,221.47,222.17,19201836
2025-09-22,AAPL,223.47,228.19,221.13,224.61,47991360
2025-09-23,AAPL,222.84,224.56,218.32,220.29,2090071
2025-09-24,AAPL,218.87,219.68,217.06,217.89,36931298
2025-09-25,AAPL,219.17,221.34,216.21,220.91,45514704
2025-09-26,AAPL,219.7,222.91,217.49,222.36,1709349
2025-09-29,AAPL,224.03,227.0,221.02,225.58,21294350
2025-09-30,AAPL,227.18,230.62,225.07,225.44,12013340
2025-10-01,AAPL,225.63,227.05,220.93,221.87,10726948
2025-10-02,AAPL,221.98,226.34,218.3,223.1,19821752
2025-10-03,AAPL,221.71,222.79,215.94,218.15,39257309
2025-10-06,AAPL,218.0,220.59,217.27,218.16,24034233
2025-10-07,AAPL,219.85,222.89,218.17,218.83,4715732
2025-10-08,AAPL,219.79,219.85,214.3,216.85,34911883
2025-10-09,AAPL,216.88,223.65,213.13,219.56,23792588
2025-10-10,AAPL,217.69,217.8,215.81,216.17,44009982
2025-10-13,AAPL,214.53,216.7,209.94,213.25,23808586
2025-10-14,AAPL,214.08,218.06,211.85,213.39,5263443
2025-10-15,AAPL,214.35,214.77,208.11,211.87,6238924
2025-10-16,AAPL,212.5,217.77,208.97,214.23,4420691
2025-10-17,AAPL,215.1,218.0,211.91,216.51,11738510
2025-10-20,AAPL,217.34,221.65,211.97,215.95,44957558
2025-10-21,AAPL,217.86,219.5,214.9,216.18,1474215
2025-10-22,AAPL,217.06,217.32,211.95,215.14,29098236
2025-10-23,AAPL,216.99,220.12,215.52,216.49,10108399
2025-10-24,AAPL,217.16,220.88,214.69,218.6,10034053
2025-10-27,AAPL,218.94,222.54,217.31,219.39,44489031
2025-10-28,AAPL,220.66,225.12,219.86,223.34,49346604
2025-10-29,AAPL,224.17,225.63,221.13,224.31,45665490
2025-10-30,AAPL,223.33,225.45,219.93,224.94,37041201
2025-10-31,AAPL,225.65,233.41,221.4,231.32,42685991
2025-11-03,AAPL,230.27,233.08,224.85,225.67,2247262
2025-11-04,AAPL,223.57,228.02,220.27,225.03,9010718
2025-11-05,AAPL,225.54,230.19,225.2,229.06,36675662
2025-11-06,AAPL,230.12,234.6,229.5,229.72,32103324
2025-11-07,AAPL,229.83,231.06,225.62,226.9,40807727
2025-11-10,AAPL,227.61,229.95,219.52,223.96,2493395
2025-11-11,AAPL,224.95,228.17,221.9,223.46,33692956
2025-11-12,AAPL,222.46,223.93,217.68,221.14,13529367
2025-11-13,AAPL,222.93,224.14,215.43,219.65,22433284
2025-11-14,AAPL,219.9,222.79,218.43,219.38,2835484
2025-11-17,AAPL,219.5,225.0,219.42,223.27,41375849
2025-11-18,AAPL,222.24,227.53,222.19,224.38,40842852
2025-11-19,AAPL,223.14,227.56,219.9,224.92,12741590
2025-11-20,AAPL,226.84,228.4,226.04,227.31,17170653
2025-11-21,AAPL,229.54,231.66,226.88,227.9,41302464
2025-11-24,AAPL,227.64,229.43,227.45,228.51,45868027
2025-11-25,AAPL,228.23,230.82,222.16,223.93,7532487
2025-11-26,AAPL,225.39,227.44,220.77,223.92,33453386
2025-11-27,AAPL,221.92,224.88,215.91,216.98,47929981
2025-11-28,AAPL,215.69,221.1,212.34,219.47,39035741
2025-12-01,AAPL,221.28,222.1,218.17,220.7,49235342
2025-12-02,AAPL,218.91,221.07,218.54,218.62,13559353
2025-12-03,AAPL,217.3,217.5,212.43,215.15,32398494
2025-12-04,AAPL,216.71,224.68,215.43,220.55,11003509
2025-12-05,AAPL,222.36,223.0,218.31,222.22,4203614
2025-12-08,AAPL,223.01,227.71,222.11,223.78,42667385
2025-12-09,AAPL,224.64,232.12,220.95,228.45,1230005
2025-12-10,AAPL,227.89,231.84,223.76,226.22,44403271
2025-12-11,AAPL,224.79,228.28,222.63,224.26,26735817
2025-12-12,AAPL,223.87,228.29,221.21,224.19,4805462
2015-01-02,GOOGL,169.85,174.44,168.93,173.23,32051314
2015-01-05,GOOGL,174.81,175.43,171.14,172.86,31786480
2015-01-06,GOOGL,172.34,177.63,172.24,175.79,41819494
2015-01-07,GOOGL,176.96,180.14,175.91,176.17,13890008
2015-01-08,GOOGL,176.96,179.27,174.15,179.14,3384153
2015-01-09,GOOGL,177.66,178.23,176.89,177.24,14751084
2015-01-12,GOOGL,175.99,177.79,171.07,173.64,23889483
2015-01-13,GOOGL,174.3,179.97,170.84,177.05,12299771
2015-01-14,GOOGL,177.41,179.06,174.55,175.15,5514633
2015-01-15,GOOGL,173.48,177.74,172.88,175.06,15981333
2015-01-16,GOOGL,174.3,174.57,172.53,174.24,27212238
2015-01-19,GOOGL,175.97,180.65,173.19,177.99,6328719
2015-01-20,GOOGL,176.93,182.24,174.96,179.74,35003261
2015-01-21,GOOGL,179.57,183.15,178.27,180.53,4273262
2015-01-22,GOOGL,178.83,182.05,178.06,179.27,18123616
2015-01-23,GOOGL,178.67,179.68,177.45,177.7,8128332
2015-01-26,GOOGL,178.75,182.79,175.65,179.65,3774857
2015-01-27,GOOGL,179.59,180.26,174.74,177.35,3798427
2015-01-28,GOOGL,176.68,178.02,173.7,177.04,15269713
2015-01-29,GOOGL,177.71,182.86,175.52,179.65,3400164
2015-01-30,GOOGL,178.19,179.75,174.68,177.03,42375611
2015-02-02,GOOGL,178.77,182.22,172.91,175.04,40530882
2015-02-03,GOOGL,174.85,175.2,171.0,173.63,34615786
2015-02-04,GOOGL,173.12,176.18,169.25,172.42,11323391
2015-02-05,GOOGL,171.49,174.2,168.14,170.35,11520626
2015-02-06,GOOGL,169.05,171.58,166.3,168.42,19778599
2015-02-09,GOOGL,168.31,169.37,167.61,168.95,24182059
2015-02-10,GOOGL,168.51,170.03,167.39,167.48,28695807
2015-02-11,GOOGL,166.97,170.3,164.44,165.52,35601983
2015-02-12,GOOGL,167.16,169.84,165.04,166.66,3251228
2015-02-13,GOOGL,167.09,171.38,165.34,168.17,32297496
2015-02-16,GOOGL,166.52,168.75,163.76,167.41,7975894
2015-02-17,GOOGL,166.65,167.8,164.57,165.3,12486746
2015-02-18,GOOGL,163.99,165.41,161.8,164.82,28133352
2015-02-19,GOOGL,165.56,166.79,165.34,165.56,11290881
2015-02-20,GOOGL,165.33,166.66,161.67,164.34,45187382
2015-02-23,GOOGL,163.29,164.36,163.21,163.27,7663960
2015-02-24,GOOGL,163.32,166.44,160.71,164.97,35777629
2015-02-25,GOOGL,165.35,168.26,161.32,163.99,12199041
2015-02-26,GOOGL,163.54,168.26,162.11,166.65,21895397
2015-02-27,GOOGL,166.56,168.25,165.03,166.63,2593614
2015-03-02,GOOGL,167.98,171.22,164.54,165.16,11749644
2015-03-03,GOOGL,163.61,168.8,162.6,165.73,13854488
2015-03-04,GOOGL,166.3,166.79,164.97,166.61,43365515
2015-03-05,GOOGL,165.29,166.93,162.42,163.32,30310305
2015-03-06,GOOGL,164.05,166.96,162.67,164.35,24144685
2015-03-09,GOOGL,165.26,169.1,162.1,167.2,10423275
2015-03-10,GOOGL,165.94,168.94,162.76,167.37,13374104
2015-03-11,GOOGL,167.46,171.37,167.14,168.2,9239491
2015-03-12,GOOGL,169.0,170.8,166.61,167.77,42705699
2015-03-13,GOOGL,166.86,167.15,165.17,166.09,12632202
2015-03-16,GOOGL,165.06,165.78,160.59,163.0,23885522
2015-03-17,GOOGL,162.79,169.57,161.89,166.93,48988258
2015-03-18,GOOGL,165.81,169.05,165.44,165.5,42640689
2015-03-19,GOOGL,164.33,166.36,163.49,165.38,18431409
2015-03-20,GOOGL,165.77,169.32,163.56,167.79,49228287
2015-03-23,GOOGL,169.13,170.21,164.38,166.01,34576196
2015-03-24,GOOGL,165.0,168.92,164.69,166.74,17726896
2015-03-25,GOOGL,166.02,168.57,162.67,165.51,43775551
2015-03-26,GOOGL,164.03,165.87,161.07,164.28,21554022
2015-03-27,GOOGL,163.12,164.11,160.47,162.1,13859615
2015-03-30,GOOGL,161.86,162.5,159.34,159.66,6015419
2015-03-31,GOOGL,160.01,161.3,156.49,159.47,7385125
2015-04-01,GOOGL,159.13,162.1,158.43,161.07,17992592
2015-04-02,GOOGL,160.96,162.17,156.18,158.68,29018274
2015-04-03,GOOGL,157.54,159.29,154.75,158.41,27505429
2015-04-06,GOOGL,158.4,158.78,157.55,158.65,32414829
2015-04-07,GOOGL,157.34,158.72,154.66,155.26,35353344
2015-04-08,GOOGL,156.16,158.04,153.89,156.61,22124611
2015-04-09,GOOGL,156.18,158.62,155.22,155.69,43833781
2015-04-10,GOOGL,155.14,155.21,152.74,154.09,26931309
2015-04-13,GOOGL,152.8,155.59,152.25,152.7,17453606
2015-04-14,GOOGL,153.24,153.51,151.89,152.48,36433723
2015-04-15,GOOGL,151.07,152.23,149.41,151.51,24512065
2015-04-16,GOOGL,150.7,153.02,149.11,151.94,7938450
2015-04-17,GOOGL,152.71,155.56,150.07,154.68,7867487
2015-04-20,GOOGL,154.55,155.46,153.23,154.35,2080339
2015-04-21,GOOGL,153.96,156.05,152.82,155.24,26272691
2015-04-22,GOOGL,156.53,160.08,153.54,157.84,24332811
2015-04-23,GOOGL,157.72,159.34,154.28,156.6,1368013
2015-04-24,GOOGL,157.08,160.19,153.67,154.02,38428121
2015-04-27,GOOGL,153.72,155.73,152.21,153.54,35578574
2015-04-28,GOOGL,154.09,154.97,152.76,153.08,20726655
2015-04-29,GOOGL,152.75,153.4,149.75,152.25,32147085
2015-04-30,GOOGL,151.2,156.25,149.0,154.55,11391725
2015-05-01,GOOGL,155.42,157.49,153.6,154.64,1029915
2015-05-04,GOOGL,153.75,153.9,150.35,151.9,16159496
2015-05-05,GOOGL,151.85,153.98,151.53,151.66,26555726
2015-05-06,GOOGL,152.54,156.58,151.44,156.31,49583759
2015-05-07,GOOGL,157.22,159.25,152.71,155.82,4487849
2015-05-08,GOOGL,155.26,156.22,154.13,154.59,27873803
2015-05-11,GOOGL,155.09,158.47,155.0,155.87,30033316
2015-05-12,GOOGL,157.2,159.84,152.93,155.63,16812515
2015-05-13,GOOGL,155.47,158.37,153.76,155.61,2029664
2015-05-14,GOOGL,155.14,158.08,155.01,156.19,24183037
2015-05-15,GOOGL,155.86,155.88,153.92,154.02,22284471
2015-05-18,GOOGL,153.75,155.74,153.59,154.87,27407626
2015-05-19,GOOGL,153.67,155.89,149.8,151.58,36379830
2015-05-20,GOOGL,152.17,154.59,151.67,153.27,23582624
2015-05-21,GOOGL,152.84,156.21,152.0,153.66,16908748
2015-05-22,GOOGL,153.64,156.04,150.9,152.83,28319378
2015-05-25,GOOGL,153.81,158.05,153.3,156.86,16608434
2015-05-26,GOOGL,155.74,159.94,153.46,157.38,31591863
2015-05-27,GOOGL,158.31,163.21,156.97,160.61,47017282
2015-05-28,GOOGL,160.64,164.03,159.64,162.49,34804805
2015-05-29,GOOGL,163.91,165.67,160.12,162.72,28813284
2015-06-01,GOOGL,162.54,164.2,159.33,159.7,5057105
2015-06-02,GOOGL,158.43,161.46,157.25,158.34,23635594
2015-06-03,GOOGL,158.78,159.87,156.16,159.84,48953106
2015-06-04,GOOGL,160.97,162.6,158.69,161.1,8516335
2015-06-05,GOOGL,161.11,164.74,160.34,164.48,14329722
2015-06-08,GOOGL,164.48,167.51,162.57,164.44,45702471
2015-06-09,GOOGL,165.78,166.22,163.59,164.77,36278551
2015-06-10,GOOGL,164.61,168.58,163.66,165.74,43096979
2015-06-11,GOOGL,165.46,168.53,164.76,166.07,2342256
2015-06-12,GOOGL,165.41,168.48,163.87,165.02,14784061
2015-06-15,GOOGL,163.65,165.3,161.58,165.25,30486627
2015-06-16,GOOGL,165.19,168.42,162.08,165.52,3489015
2015-06-17,GOOGL,165.96,168.26,165.5,166.66,21800831
2015-06-18,GOOGL,165.15,168.27,159.26,162.32,18541630
2015-06-19,GOOGL,163.1,166.33,162.38,163.26,21467585
2015-06-22,GOOGL,164.47,166.94,164.38,164.99,2163265
2015-06-23,GOOGL,165.89,166.5,164.12,165.39,30142515
2015-06-24,GOOGL,164.86,166.03,162.96,163.6,35524237
2015-06-25,GOOGL,162.84,165.7,160.91,162.44,16982037
2015-06-26,GOOGL,162.51,164.31,159.39,162.48,24058738
2015-06-29,GOOGL,162.28,164.13,159.53,163.25,3193030
2015-06-30,GOOGL,164.13,166.31,161.96,166.22,8323208
2015-07-01,GOOGL,166.18,171.46,162.95,168.2,30867873
2015-07-02,GOOGL,168.57,170.36,167.63,168.54,6964031
2015-07-03,GOOGL,169.58,171.23,165.27,168.63,23119860
2015-07-06,GOOGL,169.79,173.17,164.74,167.59,38439618
2015-07-07,GOOGL,167.65,173.0,164.34,169.79,29346962
2015-07-08,GOOGL,170.91,171.33,165.75,167.89,23683609
2015-07-09,GOOGL,168.53,171.34,166.83,169.46,16825932
2015-07-10,GOOGL,168.5,171.38,163.64,166.73,26592443
2015-07-13,GOOGL,166.37,166.46,163.75,165.94,13330836
2015-07-14,GOOGL,167.38,167.46,161.16,164.34,25077407
2015-07-15,GOOGL,163.38,166.57,160.3,166.56,17351153
2015-07-16,GOOGL,167.68,170.63,165.57,167.0,34733529
2015-07-17,GOOGL,167.21,169.81,162.41,163.88,20828212
2015-07-20,GOOGL,164.23,164.25,159.49,161.43,12194281
2015-07-21,GOOGL,161.72,162.73,160.56,161.01,37996575
2015-07-22,GOOGL,161.0,165.86,157.99,163.53,35858532
2015-07-23,GOOGL,162.26,164.72,160.39,163.36,30022748
2015-07-24,GOOGL,163.07,165.27,161.48,161.57,2334275
2015-07-27,GOOGL,161.37,164.43,159.72,161.0,4287512
2015-07-28,GOOGL,160.74,163.31,158.75,161.57,6674941
2015-07-29,GOOGL,161.2,164.05,159.59,160.87,26455019
2015-07-30,GOOGL,161.75,163.11,158.35,160.78,14956377
2015-07-31,GOOGL,161.19,164.09,160.17,162.35,12995334
2015-08-03,GOOGL,162.19,162.45,157.87,160.49,32974505
2015-08-04,GOOGL,161.02,161.71,158.37,158.97,18029810
2015-08-05,GOOGL,160.24,162.22,157.69,160.56,17717608
2015-08-06,GOOGL,160.63,162.35,159.04,160.16,17945979
2015-08-07,GOOGL,160.08,163.39,159.51,160.38,32152229
2015-08-10,GOOGL,160.44,161.54,158.08,159.74,39151650
2015-08-11,GOOGL,158.18,160.82,156.52,158.04,19235506
2015-08-12,GOOGL,157.77,159.58,156.46,156.79,30093451
2015-08-13,GOOGL,156.74,163.13,156.72,161.12,8522771
2015-08-14,GOOGL,159.75,162.56,156.85,159.6,11704208
2015-08-17,GOOGL,160.75,166.05,159.88,163.53,33846401
2015-08-18,GOOGL,163.17,165.81,159.05,160.58,6909527
2015-08-19,GOOGL,159.52,162.77,158.3,159.99,24263200
2015-08-20,GOOGL,159.62,159.67,155.78,157.5,26562886
